Tibetan	Description
ཡིན་པ་སྲིད་པའི་རྟག་པ་	[E: [s: [c.e: [HP] «permanent phenomenon whose occurrence is possible» ] [n:one of the two types of permanent phenomenon; the other is permanent phenomenon whose occurrence is not possible (yin pa mi srid pa'i rtag pa) an illustration is: object of knowledge (shes bya)] ]
ཡིན་པར་གྱུར་པའི་རྟག་པ་	[E: [s: [c.e: [HP] «something which a permanent phenomenon is» ] ]
ཡིན་ཚོད་	[E: [s: [c.e: [HP] «measure of being» ] Syn:don gcig rang bzhin/ mtshan nyid/ gnas lugs/ yin lugs/ sdod lugs/ shis lugs/ yin tshul/ gnas tshul/ gnas tshod/» «Syn.: nature; definition; mode of subsistence; mode of being; status; mode of disposition; way of being; way of subsistence; measure of subsistence» ] [n:༿PH༾ too many synonyms] ]
ཡིན་ལོག་མིན་ལོག་	[E: [s: [c.e: [HP] «opposite from being [something] and opposite from not being [something]» ] ]
ཡུངས་འབྲ་	[E: [s: [c.e: [HP] «mustard seed» ] ]
ཡུངས་མར་གྱི་མར་མེ་	[E: [s: [c.s: [b:C] «taila-pradyota» ] [c.e: [b:C] «oil-lamp» ] ]
ཡུད་ཙམ་ཡང་	[E: [s: [c.s: [b:C] «muhūrtam api» ] [c.e: [b:C] «for a moment even» ] ]
ཡུན་ཙང་	[E: [s: [c.e: [HP] «period of time༿Gön-chok༾; length of time; duration» ] ]
ཡུན་རིང་དུ་	[E: [s: [c.s: [b:MSA] «dīrgha-samayaṃ» ] [c.e: [HP] «for a long time» ] ]
ཡུན་རིང་དུ་གནས་པར་བྱ་བ་	[E: [s: [c.s: [b:C] «cira-sthiti-hetor» ] [c.e: [HP] «abiding for a long time» ] [c.e: [b:C] «so that it may last long» ] ]
ཡུན་རིང་པོ་ནས་	[E: [s: [c.s: [b:C,L] «dīrgharātra(m༾ ༿C༾(=dīrgha-kālam)» ] [c.e: [HP] «for a long time» ] ]
ཡུན་རིང་པོར་ནས་	[E: [s: [c.s: [b:L,C] «dīrgharatra(m)» ] [c.s: [b:C] «dīrgha-kālam» ] [c.e: [HP] «for a long time» ] ]
ཡུན་རིང་པོར་གནས་པར་གྱིས་ཤིག་	[E: [s: [c.s: [b:C] «cira-sthitaye» ] [c.e: [HP] «abide for a long time» ] [c.e: [b:C] «so that it may last long» ] ]
ཡུན་རིང་བར་	[E: [s: [c.s: [b:MSA] «ānuṣaṅgika» ] [c.e: [HP] «for a long time» ] ]
ཡུན་རིང་མོ་	[E: [s: [c.s: [b:MSA] «ciram» ] [c.s: [b:MSA] «cira» ] [c.e: [HP] «for a long time; long time; long duration» ] ]
ཡུན་རིང་མོ་ཞིག་	[E: [s: [c.s: [b:C] «cireṇa» ] [c.e: [HP] «for a long time; long time; long duration» ] [c.e: [b:C] «after a ong time; slowly; after awhile» ] ]
ཡུམ་གྱི་ལྷུམས་སུ་འཇུག་པ་	[E: [s: [c.s: [b:MSA] «mātuḥ kukṣim avakrāmati» ] [c.e: [HP] «enter into mother's womb» ] ]
ཡུམ་འགྱུར་	[E: [g: [p:vb] [t: i:འགྱུར་ i:འགྱུརད་ i:གྱུར་ i:གྱུརད་ ]] [s: [c.s: [b:C] «mātā» ] [c.e: [b:C] «mother» ] ]
ཡུལ་འཁོར་སྐྱོང་མདོ་	[E: [s: [c.s: «raṣṭapala-paripṛccha-sūtra» ] [c.e: [HP] «Sūtra of the Questions of Raṣṭapala» ] ]
ཡུལ་འཁོར་གྱི་བསོད་སྙོམས་	[E: [s: [c.s: [b:C] «rāṣṭra-piṇḍa» ] [c.e: [b:C] «alms (of the realm)» ] ]
ཡུལ་འཁོར་གྱི་བསོད་སྙོམས་ལོངས་སྤྱོད་པར་འདོད་པ་	[E: [g: [p:vb] [t: i:སྤྱད་ i:སྤྱོད་ i:སྤྱད་ i:སྤྱོད་ ]] [s: [c.s: [b:C] «rāṣṭraṃ piṇḍaṃ paribhoktu kāmena» ] [c.e: [b:C] «one who wants to consume alms» ] ]
ཡུལ་འཁོར་བསོད་སྙོམས་	[E: [s: [c.s: [b:C] «rāṣṭra-piṇḍa» ] [c.e: [b:C] «alms (of the realm)» ] ]
ཡུལ་གང་དུ་	[E: [s: [c.s: [b:MSA] «yatra deśe» ] [c.e: [HP] «in whatever direction; in which direction» ] ]
ཡུལ་གྱི་དགག་བྱ་	[E: [s: [c.e: [HP] «objective object of negation» ] [n:this is always a non-existent; compare: yul can gyi dgag bya] ]
ཡུལ་གྱི་སྒོ་ནས་	[E: [s: [c.s: [b:MSA] «deśatas» ] [c.e: [HP] «from the viewpoint of the place; from the viewpoint of the object ༿T༾» ] ]
ཡུལ་གྱི་དབུས་འདི་	[E: [s: [c.s: [b:C] «madhya-deśa» ] [c.e: [b:C] «middle region» ] ]
ཡུལ་གྱི་མི་ལ་མཐུ་དང་བརྩོན་འགྲུས་ཐོབ་པ་	[E: [g: [p:vb] [t: i:ཐོབ།འཐོབ་ i:འཐོབ་ i:ཐོབ་ i:འཐོབས་ ]] [s: [c.s: [b:C] «jana-pada-sthāma-vīrya-prāpta» ] [c.e: [b:C] «one who feels strong and secure in his kingdom» ] ]
ཡུམ་རྒྱས་འབྲིང་བསྡུས་	[E: [g: [p:vb] [t: i:བསྡུ་ i:སྡུད་ i:བསྡུས་ i:སྡུས་ ]] [s: [c.e: [HP] «extensive, middling, and condensed mothers [i.e., Perfection of Wisdom Sūtras]» ] ]
ཡུལ་ངེས་པ་	[E: [s: [c.s: «deśaniyata» ] [c.e: [b:GD:123] « spatially determinate» ] Syn:yul ma 'dres pa» ] [n:see: yul nges] ]
ཡུལ་ཅན་གྱི་དགག་བྱ་	[E: [s: [c.e: [HP] «object of negation of an object-possessor [i.e. a mind; these are necessarily existent]» ] [n:compare: yul gyi dgag bya] [c.e: yul can gyi dgag bya med na dgag mi dgos » «if the object of negation of an object-possessor were non-existent, there would be no need to refute it» ] ]
ཡུལ་ཅན་མཐུན་པའི་དོན་དམ་	[E: [s: [c.e: [HP] «concordant subjective ultimate༿N༾» ] ]
ཡུལ་ཅན་དོན་དམ་	[E: [s: [c.e: [HP] «subjective ultimate༿N༾» ] ]
ཡུལ་ཅན་དོན་དམ་དངོས་	[E: [s: [c.e: [HP] «actual subjective ultimate༿N༾» ] ]
ཡུལ་ཅན་རྣམ་གྲངས་པའི་དོན་དམ་	[E: [s: [c.e: [HP] «non-metaphoric subjective ultimate» ] ]
ཡུལ་ཆུང་བ་	[E: [s: [c.s: [b:MSA] «parītta-viṣaya» ] [c.e: [HP] «small object» ] ]
ཡུལ་རྟོགས་མཁན་	[E: [g: [p:vb] [t: i:རྟོགས་ i:རྟོགས་ i:རྟོགས་ i:རྟོགས་ ]] [s: [c.e: [HP] «consciousness realizing an object; realizers of their objects» ] ]
ཡུལ་སྟེང་ནས་	[E: [s: [c.e: [HP] «objectively» ] ]
ཡུལ་སྟེང་ནས་གྲུབ་པ་	[E: [s: [c.e: [HP] «objective existence» ] ]
ཡུལ་ཐོབ་པར་བྱ་བའི་ཕྱིར་	[E: [g: [p:vb] [t: i:ཐོབ།འཐོབ་ i:འཐོབ་ i:ཐོབ་ i:འཐོབས་ ]] [s: [c.s: [b:MSA] «viṣaya-prāptaye» ] [c.e: [HP] «through obtaining an object» ] ]
ཡུལ་མཐུན་པའི་དོན་དམ་	[E: [s: [c.e: [HP] «concordant objective ultimate༿N༾» ] ]
ཡུལ་དང་དུས་	[E: [s: [c.s: [b:MSA] «deśa-kāla» ] [c.e: [HP] «direction and time» ] ]
ཡུལ་དུརག་	"[E: [s: [c.e: [HP] «six objects» ] «dbye ba / gzugs/ sgra/ dri/ ro/ reg bya/ chos/»] [c.d.e:[l:Div.:]« form, sound, smell, taste, tangible object, phenomenon»] [n:one of the divisions of """"various constituents"""" (khams tha dad pa) ༿PH༾] ]"
ཡུལ་དུས་རྣམས་པ་ངེས་པ་	[E: [s: [c.s: «deśakālākāraniyata» ] [c.e: [b:GD:250] « having a definite position in space and time as well as having a definite nature» ] ]
ཡུལ་དེ་ཉིད་ན་གནས་པའི་འདུ་བྱེད་	[E: [s: [c.s: [b:MSA] «deśa-stha eva saṃskāre (tad-)» ] [c.e: [HP] «discrimination which abides in that very object ༿T༾» ] ]
ཡུལ་དེ་གཉིས་སྣང་གི་རྣམ་པར་འཆར་བ་	[E: [g: [p:vb] [t: i:སྣང་ i:སྣང་ i:སྣང་ i:སྣང་ ]] [s: [c.e: [HP] «an object's appearing in the aspect of dualistic appearance» ] ]
ཡུལ་དེ་རྟོག་པ་ལ་སྣང་བ་	[E: [g: [p:vb] [t: i:སྣང་ i:སྣང་ i:སྣང་ i:སྣང་ ]] [s: [c.e: [b:GD:547] « objects that appear to thought» ] [n:Not to be confused with 'appearing objects of thought' (rtog pa'i snang yul) ༿GD:547༾] ]
ཡུལ་དོན་དམ་	[E: [s: [c.e: [HP] «objective ultimate༿N༾» ] ]
ཡུལ་དོན་དམ་དངོས་	[E: [s: [c.e: [b:N] « actual objective ultimate» ] ]
ཡུལ་ན་གནས་པ་	[E: [s: [c.s: [b:C] «pradeśa-stha» ] [c.e: [HP] «abide in an object; abide in a place» ] [c.e: [b:C] «stand at a spot; placed (in a place)» ] ]
ཡུལ་རྣམ་གྲངས་པའི་དོན་དམ་	[E: [s: [c.e: [HP] «metaphoric objective ultimate༿N༾» ] ]
ཡུལ་རྣམ་གྲངས་མ་ཡིན་པའི་དོན་དམ་	[E: [s: [c.e: [HP] «non-metaphoric objective ultimate༿N༾» ] ]
ཡུལ་རྣམས་ལ་མ་ཆགས་པའི་ལམ་	[E: [s: [c.s: [b:MSA] «viṣayeṣv asakti-mārgaḥ» ] [c.e: [HP] «path of non-attachment to obejcts» ] ]
ཡུལ་དབང་འཕྲད་	[E: [s: [c.e: [HP] «meeting of sense power and object༿LG༾» ] ]
ཡུལ་མ་འདྲེས་པ་	"[E: [s: [c.e: [b:GD:123] « """"unmixed in place""""; spatially determinate» ] Syn:yul nges pa» ] ]"
ཡུལ་མི་མེད་པ་	[E: [s: [c.s: [b:C] «vijanapada» ] [c.e: [HP] «not objectless» ] [c.e: [b:C] «lonely» ] ]
ཡུལ་གཞན་དུ་འགྲོ་བ་	[E: [s: [c.s: [b:MSA] «deśāntara-gamana» ] [c.e: [HP] «go to another place» ] ]
ཡུལ་གཞན་དུ་ཕྱིན་པ་	[E: [s: [c.s: [b:MSA] «anya-deśa-prāpti» ] [c.e: [HP] «go to another place» ] ]
ཡུལ་གཞན་དུ་འཕོ་བ་	[E: [s: [c.s: [b:MSA] «deśāntara-saṃkrānti» ] [c.e: [HP] «move to another place ༿T༾» ] ]
ཡུལ་གཞན་ན་གནས་པ་	[E: [s: [c.s: [b:MSA] «anya-deśa-stha» ] [c.e: [HP] «abide in another place» ] ]
ཡུལ་ཡོན་ཏན་ལྡན་	[E: [s: [c.s: [b:MSA] «guṇa-vat ... deśa» ] [c.e: [HP] «having other qualities» ] ]
ཡུལ་ལ་ལྟ་བ་	[E: [g: [p:vb] [t: i:བལྟ་ i:ལྟ་ i:བལྟས་ i:ལྟོས་ ]] [s: [c.s: [b:GD:625] «viśaya-ālocana» ] [c.e: [b:GD:625] « seeing the object» ] ]
ཡུལ་ལ་ཡོད་པ་	[E: [s: [c.e: [b:GD:486] « existing in the object» ] ]
ཡུལ་ལ་ལར་	[E: [s: [c.s: «kvacit-deśa» ] [c.e: [HP] «in some places» ] ]
ཡུལ་ཤེས་པ་	[E: [s: [c.s: [b:C] «deśa-jña» ] [c.e: [HP] «object consciousness; consciousness of a place» ] [c.e: [b:C] «one who knows the suitable place» ] ]
ཡུལ་སོ་སོ་ངེས་པ་	[E: [s: [c.s: «viṣaya-pratiniyama» ] [c.e: [HP] «determining [mental] factor» ] [n:see: yul nges] ]
ཡུལ་བྷ་ར་ཎཧ་ཞི་	[E: [s: [c.s: «vāraṇasī(-deśa)» ] [c.e: [HP] «(in the area of) Vāraṇasī, modern-day Benares» ] [n:Check Tibetan entry vs. Wylie. Seems strange ༿T༾] ]
ཡེ་མེད་པ་	[E: [s: [c.s: «sarvathā 'bhāvaḥ» ] [c.e: [HP] «utter non-existence༿N༾» ] ]
ཡེ་མེད་པ་ཨཨཨ་མ་ཡིན་	[E: [s: [c.s: [b:MV] «na ... sarvathā 'bhāvaḥ» ] [c.e: [HP] «non utter non-existence» ] ]
ཡེ་མེད་པས་ནི་མ་ཡིན་	[E: [s: [c.s: [b:MV] «na tu sarvathā nāsti» ] [c.e: [HP] «nor is it utterly non-existent» ] ]
ཡེ་ཤེས་ཀུན་གྱི་རྒྱུ་མཚན་	[E: [s: [c.s: [b:MSA] «sarva-jñāna-nimittatva» ] [c.e: [HP] «cause of all exalted wisdoms» ] ]
ཡེ་ཤེས་ཀྱི་ཁྱད་པར་	[E: [s: [c.s: [b:MSA] «jñāna-viśeṣa» ] [c.e: [HP] «feature of exalted wisdom ༿T༾» ] ]
ཡེ་ཤེས་ཀྱི་རྒྱུ་མཚན་	[E: [s: [c.s: [b:MSA] «jñāna-nimittatva» ] [c.e: [HP] «cause of exalted wisdom» ] ]
ཡེ་ཤེས་ཀྱི་གནས་	[E: [s: [c.s: [b:MSA] «jñānāśraya» ] [c.e: [HP] «level of exalted wisdom; place of exalted wisdom ༿T༾» ] ]
ཡེ་ཤེས་ཀྱི་ལམ་	[E: [s: [c.s: [b:MSA] «jñāna-mārga» ] [c.e: [HP] «path of wisdom» ] ]
ཡེ་ཤེས་ཀྱིས་བསྐུལ་བ་	[E: [s: [c.s: [b:MSA] «jñānena preritā» ] [c.e: [HP] «exhort by means of exalted wisdom ༿T༾» ] ]
ཡེ་ཤེས་ཀྱིས་ཁྱབ་པ་	[E: [s: [c.s: [b:MSA] «jñāna-vyāpta» ] [c.e: [HP] «pervaded by wisdom» ] ]
ཡེ་ཤེས་ཀྱིས་ཡོངས་ཟིན་པ་	[E: [s: [c.s: [b:MSA] «jñāna-parigraha» ] [c.e: [HP] «thoroughly apprehended by exalted wisdom ༿T༾» ] ]
ཡེ་ཤེས་ཁྱད་པར་དུ་འཕགས་པའི་ཕྲིན་ལས་	[E: [s: [c.s: [b:MSA] «jñāna-viśeṣa-karman» ] [c.e: [HP] «activity of superior exalted wisdom ༿T༾» ] ]
ཡེ་ཤེས་ཅུང་ཟད་བབས་པ་	[E: [g: [p:vb] [t: i:འབབ་ i:འབབས་ i:བབ་ i:བབས་ ]] [s: [c.e: [HP] «those upon whom a little wisdom has descended» ] ]
ཡེ་ཤེས་ཆེན་པོ་ཉིད་	[E: [s: [c.s: [b:MSA] «jñāna-mahattva» ] [c.e: [HP] «greatness of exalted wisdom» ] ]
ཡེ་ཤེས་སྙིང་པོ་ཀུན་ལས་བཏུས་	[E: [g: [p:vb] [t: i:བཏུ་ i:འཐུ་ i:བཏུས་ i:འཐུ་ ]] [s: [c.s: «Jñāna-garbha-samuccaya» ] [c.e: [HP] «Āryadeva's Compendium of the Essence of Wisdom༿BJ 50.3༾» ] ]
ཡེ་ཤེས་ཐམས་ཅད་ཆགས་པ་མ་མཆིས་པ་དང་ཐོགས་པ་མ་མཆིས་པ་	[E: [s: [c.s: [b:C] «sarvajñatā-asaṅga-apratighātitā» ] [c.e: [HP] «unobstructed and unattached with respect to exalted wisdom of all aspects» ] [c.e: [b:C] «unobstructed when attached to all-knowledge» ] ]
ཡེ་ཤེས་ཐོགས་པ་མི་མངའ་བ་	[E: [g: [p:vb] [t: i:མངའ་ i:མངའ་ i:མངའ་ i:མངའ་ ]] [s: [c.s: [b:MSA] «apratihataṃ jñānaṃ» ] [c.s: [b:MSA] «avyāhata-jñāna» ] [c.e: [HP] «without obstructions to exalted wisdom ༿T༾» ] ]
ཡེ་ཤེས་དང་ལས་	[E: [s: [c.s: [b:MSA] «jñāna-karman» ] [c.e: [HP] «wisdom and action» ] ]
ཡེ་ཤེས་ནི་རྣམ་པ་བཞི་	[E: [s: [c.s: [b:MSA] «catur-vidha ... jñāna» ] [c.e: [HP] «four aspects of exalted wisdom; four types of exalted wisdom ༿T༾» ] ]
ཡེ་ཤེས་རྣམ་པ་སྣ་ཚོགས་པའི་ཕྲིན་ལས་	[E: [s: [c.s: [b:MSA] «citrākāra-jñāna-karman» ] [c.e: [HP] «activities of the various exalted wisdoms ༿T༾» ] ]
ཡེ་ཤེས་དཔལ་	[E: [s: [c.s: [b:C] «jñāna-ketu» ] [c.e: [HP] «glorious exalted wisdom» ] [c.e: [b:C] «the ensign of cognition» ] ]
ཡེ་ཤེས་འབྱུང་གནས་ཆེན་པོ་འདྲ་	[E: [g: [p:vb] [t: i:འབྱུང་ i:འབྱུང་ i:བྱུང་ i:བྱུང་ ]] [s: [c.s: [b:MSA] «jñānākaropama (mahā-)» ] [c.e: [HP] «like the great source of exalted wisdom ༿T༾» ] ]
ཡེ་ཤེས་ཚུལ་སྒོ་	[E: [s: [c.s: [b:C] «jñāna-naya-dvāra» ] [c.e: [HP] «modes and doors of wisdom» ] [c.e: [b:C] «doors and methods of cognition» ] ]
ཡེ་ཤེས་ཚོགས་	[E: [s: [c.s: [b:L] «jñāna-saṃbhāra» ] [c.e: [HP] «collection of wisdom» ] ]
ཡེ་ཤེས་གཟིགས་པ་	[E: [s: [c.s: [b:C] «jñāna-darśana» ] [c.e: [HP] «exalted wisdom and seeing» ] [c.e: [b:C] «vision and cognition» ] ]
ཡེ་ཤེས་ལ་ཚོལ་བའི་རྣམ་པ་	[E: [g: [p:vb] [t: i:བཙལ་ i:འཚོལ།འཚེལ་ i:བཙལ་ i:ཚོལད་ ]] [s: [c.s: [b:MSA] «jñāna-paryeṣṭy-ākāra» ] [c.e: [HP] «aspect of seeking/investigating/examining/researching exalted wisdom» ] ]
ཡེ་ཤེས་ལ་ཡང་དག་པར་དབང་ཐོབ་པ་	[E: [g: [p:vb] [t: i:ཐོབ།འཐོབ་ i:འཐོབ་ i:ཐོབ་ i:འཐོབས་ ]] [s: [c.e: [HP] «those who have achieved thorough mastery with respect to wisdom» ] ]
ཡེ་ཤེས་ལམ་	[E: [s: [c.s: [b:MSA] «jñāna-mārga» ] [c.e: [HP] «path of wisdom» ] ]
ཡེ་ཤེས་ཤིན་ཏུ་རྣམ་དག་པ་གཉིས་སུ་མེད་པའི་དོན་	[E: [s: [c.s: [b:MSA] «jñāna ... suviśuddha ... advayārtha» ] [c.e: [HP] «meaning of the non-dual, very pure exalted wisdom ༿T༾» ] ]
ཡོ་བྱད་དང་ཉེ་བར་མཁོ་བ་	[E: [s: [c.s: [b:C] «pariṣkāropakaraṇa» ] [c.e: [b:C] «what is necessary to life» ] ]
ཡོང་སུ་མི་ཆད་པར་འགྱུར་	[E: [g: [p:vb] [t: i:འཆད་ i:འཆད་ i:ཆད་ i:ཆད་ ]] [s: [c.s: [b:C] «paritrasyati (=paribhāsate)» ] [c.e: [HP] «not cut off; non-annihilation; non-nullification» ] [c.e: [b:C] «is terrified» ] ]
ཡོངས་བསྐོར་བ་	[E: [g: [p:vb] [t: i:བསྐོར་ i:སྐོར་ i:བསྐོརད་ i:སྐོརད་ ]] [s: [c.s: [b:MSA] «parivārita» ] [c.e: [HP] «thoroughly encircle/surround/revolve/circumambulate/turn round/turn [a wheel]» ] ]
ཡོངས་འགེངས་	[E: [g: [p:vb] [t: i:དགང་ i:འགེངས་ i:བཀང་ i:འགེངས་ ]] [s: [c.s: [b:C] «paparipūryate» ] [c.e: [HP] «fill; fulfill; satiate» ] [c.e: [b:C] «is fulfilled» ] ]
ཡོངས་བསྒོས་	[E: [g: [p:vb] [t: i:བསྒོ་ i:སྒོ་ i:བསྒོས་ i:སྒོས་ ]] [s: [c.s: [b:C] «paribhāvita» ] [c.e: [HP] «infuse; deposit; order» ] [c.e: [b:C] «pervaded by; fostered; exalted; saturated with» ] ]
ཡོངས་བསྔོ་བར་བྱེད་	[E: [s: [c.s: [b:MSA] «(pari √ṇam): pariṇāmayet» ] [c.e: [HP] «dedicating; dedicate» ] ]
ཡོངས་བསྔོས་	[E: [s: [c.s: [b:C] «pariṇāmayati (=niryātatā)» ] [c.e: [HP] «dedicate» ] [c.e: [b:C] «turns over to; converts; transforms; dedicates to; bends to; is applied to» ] ]
ཡོངས་བརྗོད་	[E: [g: [p:vb] [t: i:བརྗོད་ i:རྗོད་ i:བརྗོད་ i:རྗོད་ ]] [s: [c.s: [b:C] «parikīrtita» ] [c.s: [b:C] «parigīyate» ] [c.s: [b:C] «paridīpita» ] [c.e: [HP] «express» ] [c.e: [b:C] «proclaimed; is proclaimed; revealed; lit up; announced» ] ]
ཡོངས་བརྗོད་པ་	[E: [g: [p:vb] [t: i:བརྗོད་ i:རྗོད་ i:བརྗོད་ i:རྗོད་ ]] [s: [c.s: [b:C] «parikīrtita» ] [c.e: [HP] «express» ] [c.e: [b:C] «proclaimed» ] ]
ཡོངས་ཉམས་	[E: [s: [c.s: [b:C] «parihāyati (=pariyāyate)» ] [c.s: [b:C] «parihīṇa» ] [c.e: [HP] «abandon; thoroughly abandon» ] [c.e: [b:C] «dwindle away; vanish; becomes destitute of; without; has faded away; has lost» ] ]
ཡོངས་ཉམས་པ་	[E: [s: [c.s: [b:C] «hāni» ] [c.e: [HP] «abandon» ] [c.e: [b:C] «failure; diminution; waning; loss; decrease» ] ]
ཡོངས་རྟོག་	[E: [s: [c.s: [b:pari √kḷp] «: ༿C༾parikalpu» ] [c.s: [b:C] «parikalpati» ] [c.s: [b:MSA] «parikalpyamāna» ] [c.e: [HP] «conceptuality; conceive; think» ] [c.e: [b:C] «one who imagines; imagines» ] ]
ཡོངས་དག་	[E: [s: [c.s: [b:MSA] «pariśuddhi» ] [c.e: [HP] «thoroughly pure; thorough purity» ] ]
ཡོངས་དྲིས་	[E: [s: [c.s: [b:C] «pṛcchati» ] [c.e: [b:C] «asks; questions» ] ]
ཡོངས་འདོན་	[E: [s: [c.s: [b:C] «samuddharati» ] [c.e: [HP] «cause to come out; expel; recite; take out» ] [c.e: [b:C] «fetch out of» ] ]
ཡོངས་འདྲིས་	[E: [s: [c.s: [b:C] «paripṛcchati» ] [c.e: [b:C] «asks (questions); questions; hopes that; enquires whether» ] ]
ཡོངས་བསྡུས་ནས་	[E: [g: [p:vb] [t: i:བསྡུ་ i:སྡུད་ i:བསྡུས་ i:སྡུས་ ]] [s: [c.s: [b:C] «parigṛhṇāti (=mamatvena svīkuryāt)» ] [c.e: [HP] «having thoroughly collected/summarized/included/brought together» ] [c.e: [b:C] «takes hold of; gains; wins; seize upon; assists; acquires; receives; takes to» ] ]
ཡོངས་སྤོང་	[E: [g: [p:vb] [t: i:སྤང་ i:སྤོང་ i:སྤངས་ i:སྤོངས་ ]] [s: [c.s: [b:C] «parivarjayi» ] [c.e: [HP] «thoroughly abandon; thorough abandonment» ] [c.e: [b:C] «shuns» ] ]
ཡོངས་སྨིན་པར་བྱེད་	[E: [s: [c.s: [b:MSA] «paripācana» ] [c.e: [HP] «thoroughly maturing; maturing; thoroughly ripen» ] ]
ཡོངས་སྨིན་བྱ་	[E: [s: [c.s: [b:pari √pac] «: ༿MSA༾paripācana» ] [c.s: [b:MSA] «paripācayāmi» ] [c.e: [HP] «thoroughly maturing; maturing; thoroughly ripen» ] ]
ཡོངས་སྨིན་བྱེད་	[E: [s: [c.s: [b:C] «paripācayi (=paripācayati)» ] [c.s: [b:MV] «paripācana» ] [c.s: [b:MSA] «paripāka» ] [c.s: [b:MSA] «paripācaka» ] [c.s: [b:MSA] «pācaka» ] [c.e: [HP] «thoroughly maturing; maturing; thoroughly ripen» ] [c.e: [b:C] «matures» ] ]
ཡོངས་རྫོགས་བྱས་ནས་	[E: [g: [p:vb] [t: i:རྫོགས་ i:རྫོགས་ i:རྫོགས་ i:རྫོགས་ ]] [s: [c.s: [b:C] «paripūrayati» ] [c.e: [HP] «having completed/perfected/fulfilled» ] [c.e: [b:C] «fulfills» ] ]
ཡོངས་ཞུས་པ་	[E: [s: [c.s: [b:C] «paripṛcchati» ] [c.e: [HP] «offer; receive; ask; request» ] [c.e: [b:C] «questions; hopes that; enquires whether» ] ]
ཡོངས་ཟིན་	[E: [s: [c.s: [b:C] «sambhṛta» ] [c.s: [b:C] «parigṛhīta» ] [c.s: [b:C] «pariniṣṭhita (bhavati)» ] [c.e: [HP] «to be done with; conjoined with; affected by; grasp; hold; conjoin with» ] [c.e: [b:C] «collected; upheld by; taken hold of; gain; got hold of; held back by; accomplished; complete» ] ]
ཡོངས་བཟུང་	[E: [s: [c.s: [b:C] «parigṛhīta» ] [c.s: [b:C] «parigraha» ] [c.e: [HP] «apprehend; grasp; hold; conceive» ] [c.e: [b:C] «upheld by; taken hold of; gain; got hold of; held back by» ] ]
ཡོངས་ཤེས་ནས་	[E: [s: [c.s: [b:C] «parijānāti (=prajānāti)» ] [c.e: [HP] «having cognized» ] [c.e: [b:C] «comprehends» ] ]
ཡོངས་སུ་བཀྲོལ་	[E: [s: [c.s: [b:C] «parimocya» ] [c.e: [b:C] «has set free» ] ]
ཡོངས་སུ་སྐྱོ་བ་མེད་པ་	[E: [s: [c.s: [b:C] «aparikkhedanatā» ] [c.e: [HP] «non-aversion; non-averse» ] [c.e: [b:C] «indefatiguability» ] ]
ཡོངས་སུ་སྐྱོང་བ་	[E: [s: [c.s: [b:C] «anuparipālayati» ] [c.e: [HP] «guard; keep; sustain; protect» ] [c.e: [b:C] «cherish» ] ]
ཡོངས་སུ་སྐྱོབ་པ་	[E: [s: [c.s: [b:C] «paritrāṇatā» ] [c.s: [b:C] «trāṇa» ] [c.s: [b:MSA] «paritrāṇa» ] [c.e: [HP] «protect; guard» ] [c.e: [b:C] «sheltering; protection; shelter» ] ]
ཡོངས་སུ་བསྐོར་	[E: [g: [p:vb] [t: i:བསྐོར་ i:སྐོར་ i:བསྐོརད་ i:སྐོརད་ ]] [s: [c.s: [b:C] «parivṛta» ] [c.s: [b:C] «parivarttayi» ] [c.e: [HP] «thoroughly encircle/surround/revolve/circumambulate/turn round/turn [a wheel]» ] [c.e: [b:C] «surrounded» ] ]
ཡོངས་སུ་བསྐོར་བ་	[E: [g: [p:vb] [t: i:བསྐོར་ i:སྐོར་ i:བསྐོརད་ i:སྐོརད་ ]] [s: [c.s: [b:MSA] «parivārita» ] [c.e: [HP] «thoroughly encircle/surround/revolve/circumambulate/turn round/turn [a wheel]» ] ]
ཡོངས་སུ་བསྐོར་བར་གྱུར་པ་	[E: [g: [p:vb] [t: i:བསྐོར་ i:སྐོར་ i:བསྐོརད་ i:སྐོརད་ ]] [s: [c.s: [b:C] «paricchinna (=tan-madhya-varti)» ] [c.e: [HP] «thoroughly encircle/surround/revolve/circumambulate/turn round/turn [a wheel]» ] [c.e: [b:C] «limited» ] ]
ཡོངས་སུ་བསྐྱབ་	[E: [s: [c.s: [b:L] «paritrāya» ] [c.e: [HP] «defend; protect; help; rescue; save» ] ]
ཡོངས་སུ་བསྐྱབ་པ་	[E: [s: [c.s: [b:C] «paritrāṇa» ] [c.s: [b:C] «paritrāṇatā» ] [c.e: [HP] «defend; protect; help; rescue; save» ] [c.e: [b:C] «sheltering; protection» ] ]
ཡོངས་སུ་བསྐྱབ་པར་བྱའོ་	[E: [s: [c.s: [b:C] «trātavyā (iti)» ] [c.e: [HP] «one should protect; one should defend» ] [c.e: [b:C] «strives to save» ] ]
ཡོངས་སུ་ཁེབས་པ་	[E: [g: [p:vb] [t: i:འཁེབ་ i:འཁེབས་ i:ཁེབ་ i:ཁེབས་ ]] [s: [c.s: [b:C] «paryavanaddha» ] [c.e: [HP] «thoroughly covered/enveloped» ] [c.e: [b:C] «enveloped» ] ]
