Tibetan	Description
ཚུལ་ཁྲིམས་བཟང་པོ་	A head merchant’s son in Dhanyākara.
ཚུལ་ཁྲིམས་བཟང་པོ་	A king in Jambudvīpa, Musulundha’s rebirth.
ཚུལ་ཁྲིམས་ཅན་	Mother of the buddha Rāhula.
ཚུལ་ཁྲིམས་དང་བརྟུལ་ཞུགས་མཆོག་ཏུ་འཛིན་པ་	Third of the three fetters; also fourth of the five fetters associated with the lower realms.
ཚུལ་ཁྲིམས་དང་ལྡན་པ་	Birthplace of the buddha Meruyaśas.
ཚུལ་ཁྲིམས་དགའ་	Foremost in terms of insight among the followers of the buddha Pramodyakīrti.
ཚུལ་ཁྲིམས་དགྱེས་	Buddha in the presence of whom the buddha Guṇadharma (486 according to the third enumeration) first gave rise to the mind of awakening.
ཚུལ་ཁྲིམས་གསལ་	Buddha in the presence of whom the buddha Sucīrṇabuddhi (171 according to the third enumeration) first gave rise to the mind of awakening.
ཚུལ་ཁྲིམས་ཀྱི་འོད་དང་ལྡན་པ་	Name of the world system of the thus-gone one Mount Sumeru.
ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་	Second of the six transcendent perfections.
ཚུལ་ཁྲིམས་ཀྱི་ཕུང་པོ་	First of the five definitive aggregates.
ཚུལ་ཁྲིམས་ཀྱི་ཕུང་པོ་	One of the five uncontaminated aggregates.
ཚུལ་ཁྲིམས་ཀྱི་ཕུང་པོ་	One of the five undefiled aggregates ({zag med kyi phung po lnga}), the others being the aggregates of concentration (samādhi), discriminative awareness (prajñā), liberation (vimukti), and insight of the primordial wisdom of liberation (vimukti jñāna darśana).
ཚུལ་ཁྲིམས་ཀྱི་ཕུང་པོ་	One of the five undefiled aggregates (pañca anāsravaskandha, {zag med kyi phung po lnga}), also known as the five aggregates beyond the world (lokottaraskandha, {'jig rten las 'das pa'i phung po lnga}), the others being the aggregates of absorption (samādhi), insight (prajñā), liberation (vimukti), and liberated wisdom vision (vimuktijñānadarśana).
ཚུལ་ཁྲིམས་ཀྱི་སྤོས་ཀྱིས་ལུས་བྱུགས་པ་	There are many references in the sūtras to a pleasant fragrance that is the result of moral discipline. Although it is not stated in these exact words, this description echoes some of the eighty excellent signs (asītyānuvyañjana), a subset of the 112 physical characteristics of both buddhas and cakravartins. For example, the list found in the Perfection of Wisdom in Ten Thousand Lines (Toh 11, https://read.84000.co/translation/toh11.html#UT22084-031-002-292) describes these signs: “(34) Their body is immaculate and without unpleasant odors”; and (later down the list) “(40) The pores of their body all emit a pleasant odor.”
ཚུལ་ཁྲིམས་ལྡན་	Mother of the buddha Sūryaprabha.
ཚུལ་ཁྲིམས་མཆོག་འཛིན་	Third of the four knots.
ཚུལ་ཁྲིམས་མཆོག་གནས་	Buddha in the presence of whom the buddha Kathendra (782 according to the third enumeration) first gave rise to the mind of awakening.
ཚུལ་ཁྲིམས་རྒྱལ་བ་	One of the three translators responsible for the canonical translation of the SEV.
ཚུལ་ཁྲིམས་རྒྱལ་བ་	Prolific 11th century Tibetan translator also known as Naktso Lotsawa ({nag tsho lo tsA ba}). He was sent to India by Lhalama Yeshe-Ö ({lha bla ma ye shes 'od}), the king of Western Tibet, and his grand-nephew Changchub-Ö ({byang chub 'od}) to invite Atiśa to Tibet.
ཚུལ་ཁྲིམས་རྒྱལ་མཚན་	“Banner of Discipline;” the name of the person who sponsored the writing of the manuscript of the JAA.
ཚུལ་ཁྲིམས་རྗེས་སུ་དྲན་པ་	Fourth of the ten recollections.
ཚུལ་ཁྲིམས་རྣམ་དག་འོད་	Foremost in terms of miraculous abilities among the followers of the buddha Candrārka.
ཚུལ་ཁྲིམས་རྣམ་པ་བདུན་	The seven aspects of discipline comprises three bodily aspects and four verbal aspects. The bodily aspects are to abstain from killing, stealing, and sexual misconduct. The four bodily aspects are to abstain from lying, divisive speech, abusive speech, and idle chatter.
ཚུལ་ཁྲིམས་རྣམ་པ་གསུམ་	The morality of restraint (saṃvara), the morality that gathers wholesome qualities (kuśaladharmasaṃgrāha), and the morality that works for the benefit of beings (sattvārthakriyā).
ཚུལ་ཁྲིམས་རྟེན་	Name of a mercenary demon.
ཚུལ་ཁྲིམས་སྦྱིན་	Father of the buddha Mati.
ཚུལ་ཁྲིམས་སྦྱིན་	Son of the buddha Amitatejas.
ཚུལ་ཁྲིམས་སྟབས་	Buddha in the presence of whom the buddha Atyuccagāmin (118 according to the third enumeration) first gave rise to the mind of awakening.
ཚུལ་ཁྲིམས་ཡོན་ཏན་	The Tibetan translator of this text. His dates are unknown but he lived sometime during the late 10th century to the middle of the 11th century.
ཚུལ་ཁྲིམས་ཡོངས་སུ་དག་པ་	Foremost in terms of insight among the followers of the buddha Praśāntagātra.
ཚུལ་ཁྲིམས་	Conduct based on abandoning lack of discipline in body, speech, and mind.
ཚུལ་ཁྲིམས་	A mind set on abandoning the undisciplined conduct of body, speech, and mind.
ཚུལ་ཁྲིམས་	The second of the six perfections. Morally virtuous or disciplined conduct and the abandonment of morally undisciplined conduct of body, speech, and mind. Also commonly called discipline and ethical conduct.
ཚུལ་ཁྲིམས་	Morally virtuous or disciplined conduct and the abandonment of morally undisciplined conduct of body, speech, and mind. In a general sense, moral discipline is the cause for rebirth in higher, more favorable states, but it is also foundational to Buddhist practice as one of the three trainings (triśikṣā) and one of the six perfections of a bodhisattva.
ཚུལ་ཁྲིམས་	Morally virtuous or disciplined conduct and the abandonment of morally undisciplined conduct of body, speech, and mind. One of the six perfections of the bodhisattva. Also rendered here as “ethical rules” and “ethical discipline.” See also Alexander Csoma de Kőrös Translation Group, trans., https://read.84000.co/translation/toh285.html#UT22084-068-019-17 (Toh 285), note 6.
ཚུལ་ཁྲིམས་	Morally virtuous or disciplined conduct and the abandonment of morally undisciplined conduct of body, speech, and mind. The term is often used in reference to following precepts or rules according to one’s ordination or vows. It is foundational to Buddhist practice as one of the three trainings (triśikṣā). In the Mahāyāna, it is the second of the six perfections (ṣaṭpāramitā).
ཚུལ་མི་འཆོས་པ་	Attendant of the buddha Arhadyaśas.
ཚུལ་ཤིང་	A bamboo stick given to monks, listing their ordination name as a means of identification.
ཚུལ་ཤིང་	A bamboo stick distributed to monks and used as a voting ballot or meal ticket. Also used by non-Buddhist orders as an identity certificate.
ཚུལ་ཐམས་ཅད་ཀྱིས་བདེན་པའི་ཁྱད་པར་གྱི་སྒྲ་སྒྲོགས་པ་	Foremost in terms of insight among the followers of the buddha Jñānaprāpta.
ཚྭ་རྒོ་བྱིན་	Attendant of the buddha Gaṇimuktirāja.
ཙི་ལི་ཀ་	A forest on Forest Garlands.
ཙི་མི་ཤའི་ཕུག་ན་རྒྱུ་བ་	A class of vidyādharas.
ཙོ་ཀ་ལ་	A land in the south of Jambudvīpa.
ཙོག་པུ་བ་	A monk who never lies down to sleep.
ཙོག་པུའི་སྤོང་བ་	A form of asceticism practiced especially by Ājīvikas.
ཙོན་ཏྭ་	A land in the south of Jambudvīpa.
ཙོང་ཁ་པ་བློ་བཟང་གྲགས་པ་	The founder of the Gelukpa school of Tibetan Buddhism.
ཙོང་ཁ་པ་བློ་བཟང་གྲགས་པ་	Tsongkhapa Lobzang Drakpa (1357–1419 ce) was the founder of the Gelug school of Tibetan Buddhism, a polymathic scholar, and a prolific author.
ཙོང་ཁ་པ་	1357–1419. The founder of the Gelug tradition.
ཙོང་ཁ་པ་	Tsongkhapa Losang Drakpa ({blo bzang grags pa}, 1357–1419) was an important Buddhist master and the founder of the Geluk ({dge lugs}) school.
ཙོང་ཁ་པ་	(1357-1419). One of the greatest of all Tibetan Lamas, his saintliness was evidenced in his altruistic deeds that caused a renaissance in Tibet, his enlightenment in the extraordinary subtlety and profundity of his thought, and his scholarship in the breadth and clarity of his voluminous writings.
ཏུ་ར་	An epithet (lit. “Swift One”) of the deity Tārā.
ཏུ་རུ་སྐ་	Although turuṣka means Turk, here it refers to the Kushana emperor Kanishka.
ཏུམ་བུ་རུ་	A gandharva.
ཏུམ་བུ་རུ་	A certain gandharva king, father of Princess Suprabhā.
ཏུམ་བུ་རུ་	Any of the four brothers of Jayā, Vijayā, Ajitā, and Aparājitā.
ཏུན་ཧོང་	Site of the Magao Caves in Gansu Province, China.
ཨུ་བེ་	Mother of the buddha Śrīgarbha.
ཨུ་དུམ་བཱ་རའི་མེ་ཏོག་	A simile for rarity, as fig trees do not have discernible blossoms. In Tibet the udumbara (Ficus glomerata), being unknown, became portrayed as a gigantic lotuslike flower. The Chinese adds the adjective “rare” and, like the Tibetan, simply transliterates udumbara.
ཨུ་དུམ་བཱ་ར་	Ficus glomerata.
ཨུ་དུམ་བཱ་ར་	An ancient city in Magadha.
ཨུ་དུམ་བཱ་ར་	A kind of flower that blooms so infrequently that it became a metaphor for rarity.
ཨུ་དུམ་བཱ་ར་	The mythological flower of the fig tree said to appear on rare occasions, such as the birth of a buddha. The actual fig tree flower is contained within the fruit. The flower also came to be portrayed as a kind of lotus.
ཨུ་དུམ་བ་ར་	Ficus glomerata; cluster fig.
ཨུ་དུམ་བ་ར་	A kind of flower that blooms so infrequently that it became a metaphor for rarity.
ཨུ་དུམ་བ་ར་	The mythological flower of the fig tree said to appear on rare occasions, such as the birth of a buddha. The actual fig tree flower is contained within the fruit. The flower also came to be portrayed as a kind of lotus.
ཨུ་དུམ་པཱ་རའི་ཕུག་	Caves on the northern border of the Middle Country earlier in the current eon, during the time of the Buddha Krakucchanda.
ཨུ་ལ་མ་བུ་	One of the nāga kings.
ཨུ་མ་ཡི་བདག་པོ་	Śiva.
ཨུ་མའི་དབང་ཕྱུག་	The name that Avalokiteśvara prophecies the goddess Umādevī will have on attainment of Buddhahood.
ཨུ་མ་	One of the wives of Śiva; she is also a Buddhist goddess.
ཨུ་མ་	One of the wives of Śiva; in the Bhūtaḍāmara maṇḍala she is one of the eight goddesses of offerings.
ཨུ་པཱ་ལི་	One of the foremost disciples of the Buddha, known for his knowledge of monastic discipline (Skt. vinaya).
ཨུ་རྒྱན་	One of the four pīṭhas.
ཨུ་ཤི་རའི་རི་	A mountain in the northern region.
ཨུ་ཤི་ར་	Vetiveris zizanioides.
ཨུ་ཤི་ཤ་	Vetiveria zizanioides according to the Pandanus Database of Plants. The Tibetan rendering {u shi sha} is almost certain a corruption for uśīka.
ཨུ་ཤིའི་རི་	A mountain at the northern tip of the Middle Country, located in modern-day Punjab.
ཨུཌྱན་	One of the four pīṭhas.
ཨུད་པ་ལ་འབྱུང་བ་	The name of an eon.
ཨུད་པ་ལ་དམར་པོའི་དཔལ་	A buddha.
ཨུད་པ་ལ་དམར་པོས་ཁེབས་པ་	A buddha realm.
ཨུད་པ་ལ་ལྟར་གས་པ་	One of the cold hells.
ཨུད་པ་ལ་ལྟར་གས་པ་	Name of one of the eight cold hells. The extreme cold of this hell turns the skin of its inhabitants blue until they crack apart.
ཨུད་པ་ལ་མིག་	A nāga king.
ཨུད་པ་ལ་ཕྲེང་	Mother of the buddha Padma.
ཨུད་པ་ལ་སྦྱིན་	A merchant in Jambudvīpa, later to be reborn as Auspicious Time.
ཨུད་པ་ལ་སྐྱེ་	A river in Dwelling on Summits.
ཨུད་པ་ལའི་དམར་པོའི་དཔལ་	A great bodhisattva.
ཨུད་པ་ལའི་དཔལ་	A buddha.
ཨུད་པ་ལའི་དཔལ་	A great bodhisattva.
ཨུད་པ་ལའི་དྲི་	Son of the buddha Anihata.
ཨུད་པ་ལའི་གདོང་	“With a Face Like a Water Lily,” the name of a legendary king.
ཨུད་པ་ལའི་མདོག་	A realm of the ever-infatuated gods.
ཨུད་པ་ལའི་མིག་	Mother of the buddha Vajra.
ཨུད་པ་ལའི་མིག་	Name of a former incarnation of the Buddha while he was a practicing bodhisattva.
ཨུད་པ་ལའི་སྤྱན་	A buddha.
ཨུད་པ་ལས་རབ་ཏུ་ཁེབས་པ་	A buddha realm.
ཨུད་པ་ལ་	A lady.
ཨུད་པ་ལ་	A great bodhisattva.
ཨུད་པ་ལ་	Blue lotus, waterlily.
ཨུད་པ་ལ་	Attendant of the buddha Guṇabāhu.
ཨུད་པ་ལ་	One of the eight great nāga kings.
ཨུད་པལ་འདབ་	Birthplace of the buddha Kṛtārthadarśin.
ཨུད་པལ་བརྒྱན་	Birthplace of the buddha Ratnadeva.
ཨུད་པལ་དྲི་	Buddha in the presence of whom the buddha Saṃtoṣaṇa (642 according to the third enumeration) first gave rise to the mind of awakening.
ཨུད་པལ་ལྟར་གས་པ་	Sixth of the eight cold hells of Buddhist cosmology. The extreme cold of this hell turns the skin of its inhabitants blue until they crack apart in five or six pieces. Also rendered here as “Blue Lotus Hell.”
ཨུད་པལ་མིག་	One of the Buddha’s former rebirths.
ཨུད་པལ་པད་མིག་	Mother of the buddha Hitaiṣin.
ཨུད་པལ་	A buddha realm.
ཨུད་པལ་	Birthplace of the buddha Guṇaprabha.
ཨུད་པལ་	The 941st buddha in the first list, 940th in the second list, and 931st in the third list.
ཨུད་པལ་	Nymphaea caerulea. The “blue lotus” is actually a lily, so it is also known as the blue water lily.
ཨུད་ཏ་ར་	A mountain to the north of Jambudvīpa.
ཨུག་ཆོས་	Incarvillea compacta maxim, an herb with pink trumpet-shaped flowers used in Tibetan medicine.
ཨུརྱན་	One of the four pīṭhas.
ཨུཏ་པ་ལ་རྒྱས་པ་བསུང་གི་རྒྱལ་པོ་	A buddha.
ཨུཏ་པ་ལ་	The name of a kalpa in the distant past.
ཨུཏ་པ་ལ་	A perfume-seller head merchant and the kalyāṇamitra of chapter 24.
ཨུཏ་པ་ལ་	Nymphaea caerulea. The “blue lotus” is actually a lily, so it is also known as the blue water lily.
བཱ༹་མ་ན་	A snake demon.
བཱ༹་རཱ་ཧ་མུ་ཁི་	One of the goddesses in the retinue of Heruka.
བ༹་དྷཱུ་	Can be a name of several plants and substances.
བ༹་རཱ་ཧ་མུ་ཁི་	One of the goddesses in the retinue of Heruka.
བཻ༹་དཱུརྱ་སྙིང་པོ་	A world system.
ཝཱ་རཱ་ཎ་སཱི་	A holy city on the banks of the Gaṇgā in modern day Uttar Pradesh.
ཝ་ལྟར་སྒྲ་འབྱིན་	One of sixteen realms that surround the Hell of Ultimate Torment.
ཝ་	Nickname of the child of wealthy householders in Śrāvasti, so called because of his penchant for eating excrement and drinking urine. After taking instruction from the philosophical extremist Pūraṇa Kāśyapa, who admired his ostenisible austerities, he heard the Dharma from the Buddha, went forth, and manifested arhatship.
ཡ་བ་ན་	One of the sixteen great kingdoms of ancient India.
ཡ་བ་ན་	Indian term used in reference to Greeks, or foreign barbarians in general.
ཡ་བ་ན་	Appears in The Hundred Deeds as the name of a king and a people dwelling in the “barbaric outlying region” north of Jambudvīpa. A reference to the Greeks or Greco-Bactrians.
ཡ་མ་	The god of the dead.
ཡ་མ་	The god of death, a guardian of the southern quarter.
ཡ་མཚན་ཅན་	Also refers to an atheist, a false doctrine, the impious, a hypocrite, and an imposter.
ཡ་མུ་ནཱ་	The river Yamunā (personified).
ཡ་མུ་ནཱ་	A river in Jambudvīpa, still called by the same name today.
ཡ་མུ་ན་	A river goddess.
ཡ་མུ་ན་	The river Yamunā.
ཡ་མུ་ན་	A river in north India.
ཡ་མུ་ན་	Sacred tributary river of the Ganges in Northern India.
ཡ་མུ་ན་	A river in Jambudvīpa, still called by the same name today.
ཡ་ཤ་	Reincarnation of Damaśrī, prince living in the past at the time of the buddha Merugandha.
ཡ་ཟ་མ་ཟུག་	Those with a particular physical condition considered an impediment to ordination.
ཡལ་ག་གེལ་བ་	Literally, “bearing branches.”
ཡལ་ག་སྣ་ཚོགས་ཀྱི་འོད་	A bodhimaṇḍa in another world in the distant past.
ཡན་ལག་བདུན་པ་	A set of practices found in many textual forms for recitation, often daily. The seven limbs are paying homage to the buddhas, presenting them with offerings, disclosing one’s negative deeds, rejoicing in the positive deeds of all beings, requesting the Dharma, supplicating the enlightened ones to remain with us, and dedicating all virtues to the benefit of sentient beings.
ཡན་ལག་བླ་མ་	Name of the thus-gone one of the world system Beyond All Sorrow and Harm/Liberation from All Sorrow and Harm.
ཡན་ལག་བརྒྱད་དང་ལྡན་པའི་བསྙེན་གནས་	Abstinence from killing, stealing, sexual intercourse, lying, drinking, adorning oneself with garlands and perfume and lying in a large bed, enjoying dance and music, and eating after noon.
ཡན་ལག་བརྒྱད་དང་ལྡན་པའི་བསྙེན་གནས་	To refrain from (1) killing, (2) stealing, (3) sexual activity, (4) false speech, (5) intoxication, (6) eating at inappropriate times, (7) singing, dancing, music, and beautifying oneself with adornments or cosmetics, and (8) using a high or large bed.
ཡན་ལག་བརྒྱད་དང་ལྡན་པའི་ཆུ་	Water that has the eight qualities of being sweet, cool, pleasant, light, clear, pure, not harmful to the throat, and beneficial for the stomach.
ཡན་ལག་བརྒྱད་དང་ལྡན་པའི་ཆུ་	The eight qualities of water: (1) sweet-tasting; (2) cool; (3) soft; (4) light; (5) transparent; (6) clean; (7) not harmful to the throat; and (8) beneficial to the stomach.
ཡན་ལག་བརྒྱད་དང་ལྡན་པའི་ཚུལ་ཁྲིམས་	The eight branches are the same as the eight precepts, the upavasatha or upavāsa vows, namely: to refrain from (1) killing, (2) stealing, (3) sexual conduct, (4) lying or divisive speech, (5) intoxication, (6) eating at inappropriate times, (7) entertainment such as singing, dancing, seeing shows, and beautifying oneself with adornments or cosmetics, and (8) using a high bed.
ཡན་ལག་བརྒྱད་དབྱངས་	The eight qualities of a buddha’s voice are variously presented. According to the Pāli Mahāgovindasutta (Dīghanikāya 19) a buddha’s voice is fluent, intelligible, sweet, audible, sustained, distinct, deep, and resonant.
ཡན་ལག་བརྒྱད་ལམ་	Right view, right thought, right speech, right action, right livelihood, right effort, right mindfulness, and right absorption.
ཡན་ལག་བརྒྱད་ལྡན་ཆུ་	Eight qualities of water: sweet, cool, pleasant, light, clear, pure, not harmful to the throat, and beneficial for the stomach.
ཡན་ལག་བརྒྱད་ལྡན་གྱི་ཆུ་	Water that has the eight qualities of being sweet, cool, pleasant, light, clear, pure, not harmful to the throat, and beneficial for the stomach.
ཡན་ལག་བརྒྱད་པའི་བསྙེན་གནས་	A set of eight vows that are typically observed by lay Buddhists for a single day.
ཡན་ལག་བརྒྱད་པའི་བསྙེན་གནས་	To refrain from (1) killing, (2) stealing, (3) sexual misconduct, (4) lying or divisive speech, (5) intoxication, (6) eating at inappropriate times, (7) entertainment such as singing, dancing, seeing shows, and beautifying oneself with adornments or cosmetics, and (8) using a high bed. See introduction ( https://read.84000.co/translation/UT22084-074-003.html#UT22084-074-003-4 ).
ཡན་ལག་བརྒྱད་པའི་ལམ་	Correct view, intention, speech, actions, livelihood, effort, mindfulness, and concentration.
ཡན་ལག་བརྒྱད་པའི་ལམ་	Right view, right intention, right speech, right action, right livelihood, right effort, right mindfulness, and right concentration.
ཡན་ལག་བརྒྱད་པའི་ལམ་	The path leading to the attainment of an arhat, consisting of correct view, intention, speech, action, livelihood, effort, mindfulness, and absorption.
ཡན་ལག་བརྒྱད་	Eight qualities of water: sweet, cool, pleasant, light, clear, pure, not harmful to the throat, and beneficial for the stomach.
ཡན་ལག་བརྒྱད་	Abstaining from killing, stealing, sexual misconduct, lying, intoxication, eating after noon, dancing and singing, and lying on an elevated bed.
ཡན་ལག་བརྒྱད་	This can refer either to what is also known as the eightfold path ({'phags lam yan lag brgyad}): (1) right view, (2) right intention, (3) right speech, (4) right action, (5) right livelihood, (6) effort, (7) mindfulness, and (8) meditative concentration. Or to what is also known as the eight precepts ({bsnyen gnas yan lag brgyad}): (1) abstaining from killing, (2) stealing, (3) sexual misconduct, (4) lying, (5) intoxication, (6) eating after noon, (7) dancing and singing, and (8) lying on an elevated bed.
ཡན་ལག་བཞིའི་དཔུང་	The fourfold division of an army into infantry, cavalry, elephants, and chariots.
ཡན་ལག་དམ་པ་རིན་པོ་ཆེ་མཆོད་གནས་	Birthplace of the buddha Vararūpa.
ཡན་ལག་དགའ་	Mother of the buddha Vidyutprabha.
ཡན་ལག་དྲུག་	Knowledge of miraculous realms, the divine ear, different states of mind, previous rebirths, birth and death, and the exhaustion of defilements.
ཡན་ལག་ལྔ་དང་ལྡན་པའི་སིལ་སྙན་	A traditional Indian classification of musical instruments enumerates non-membranous percussion, membranous percussion, wind-blown, plucked string, and bowed string.
ཡན་ལག་ལྔ་དང་ལྡན་པའི་ཚུལ་ཁྲིམས་	The five branches are the same as the five precepts, namely: abstaining from killing, stealing, sexual misconduct, lying, and consuming intoxicants.
ཡན་ལག་ལྔ་པའི་སིལ་སྙན་	A standard grouping of five classical instruments into non-membranous percussion, membranous percussion, windblown, plucked string, and bowed string.
ཡན་ལག་ལྔ་པ་	The head, arms, and legs.
ཡན་ལག་ལྔ་པ་	Five aspects of clarity of melodious speech: it is intelligible and brings full comprehension, is worthy to listen to and without unpleasant intonations, has depth and resonance, is generous and pleasant to hear, and is unruffled.
ཡན་ལག་ལྔ་སྤངས་པ་	Buddhas have abandoned five branches or factors that perpetuate saṃsāra: pursuing desires, ill will, lethargy and languor, regret and agitation, and view and doubt.
ཡན་ལག་ལྔའི་ཁྲིམས་བརྒྱད་	A reference to the practice of a lay disciple (Skt. upāsaka) who ordinarily observes the five precepts, taking all eight vows for the fortnightly fast (Skt. upavāsa).
ཡན་ལག་ལྔའི་ཚུལ་ཁྲིམས་	Abstaining from killing, stealing, sexual misconduct, lying, and intoxication.
ཡན་ལག་ལྔས་ཕྱག་	The term literally means “prostrating with five limbs.” The five limbs consist of the head, two arms, and two legs.
ཡན་ལག་ལྔ་	The head, arms, and legs.
ཡན་ལག་ལྔ་	Both arms, both legs, and head.
ཡན་ལག་ལྔ་	Literally, “the five limbs,” i.e., the head, arms, and legs.
ཡན་ལག་མ་སྨད་པ་	Son of the buddha Vimalaprabha.
ཡན་ལག་མ་སྨད་པ་	Mother of the buddha Sūkṣmabuddhi.
ཡན་ལག་མ་སྨད་པ་	Attendant of the buddha Abhedyabuddhi.
ཡན་ལག་མཆོག་གི་གཟུགས་དང་ལྡན་པ་	Literally “having a form excellent in all body parts.”
ཡན་ལག་མཆོག་	Son of the buddha Uttamadeva.
ཡན་ལག་མཆོག་	Mother of the buddha Mahāpradīpa.
ཡན་ལག་མཆོག་	Birthplace of the buddha Uttamadeva.
ཡན་ལག་མཛེས་པ་	Buddha in the presence of whom the buddha Gaganasvara (958 according to the third enumeration) first gave rise to the mind of awakening.
ཡན་ལག་མཛེས་	Buddha in the presence of whom the buddha Surabhigandha (139) first gave rise to the mind of awakening.
ཡན་ལག་མེད་པའི་རྡོ་རྗེ་	The Buddhist counterpart of Kāmadeva.
ཡན་ལག་མཉམ་པ་	Attendant of the buddha Candra.
ཡན་ལག་རྒྱལ་པོ་	Attendant of the buddha Uttamadeva.
ཡན་ལག་རྒྱས་	The 577th buddha in the first list, 577th in the second list, and 570th in the third list.
ཡན་ལག་རྣམ་པར་བརྒྱན་པ་	One of the future buddhas of this kalpa.
ཡན་ལག་སྡུག་ལྡན་པ་	Attendant of the buddha Sahitaraśmi.
ཡན་ལག་སྐྱེས་	The 89th buddha in the first list, 89th in the second list, and 90th in the third list.
ཡན་ལག་ཏུ་ཟུག་པ་	Symptom that may be evidence of an illness considered an impediment to ordination.\nSee also https://read.84000.co/translation/UT22084-001-001.html#UT22084-001-001-1011 .
ཡན་ལག་ཡེ་ཤེས་ཀྱིས་ཚིམ་པ་གྱ་ནོམ་སེམས་པ་	Foremost in terms of insight among the followers of the buddha Saṃtoṣaṇa.
ཡན་ལག་	A branch or limb; member; subdivision or supplement; factor or element.
ཡང་དག་འབྱུང་བའི་མཆོག་	A buddha in the distant past.
ཡང་དག་འཕགས་པའི་དཔལ་	A bodhisattva.
ཡང་དག་འཕགས་	A great bodhisattva.
ཡང་དག་འཕགས་	Attendant of the buddha Tacchaya.
ཡང་དག་བྱང་ཆུབ་ཀྱི་ཡན་ལག་	One of seven qualities cultivated on the path of seeing: mindfulness, discernment, diligence, joy, ease, absorption, equanimity.
ཡང་དག་ཆགས་སྤྱོད་	A realm of the triple-lute-bearer gods.
ཡང་དག་དོན་སེམས་	Father of the buddha Śuddhaprabha.
ཡང་དག་གནས་	Son of the buddha Sthāmaśrī.
ཡང་དག་གཟིགས་	Father of the buddha Dṛḍhadharma.
ཡང་དག་མཐའ་	This term has three meanings: (1) a synonym for the ultimate nature, (2) the experience of the ultimate nature, and (3) the quiesent state of a worthy one (arhat) to be avoided by bodhisattvas.
ཡང་དག་པ་དང་ལོག་པ་ཐམས་ཅད་ཡང་དག་པར་སེལ་བ་	Name of the ninety-sixth meditative stability.
ཡང་དག་པ་དང་ལོག་པ་ཐམས་ཅད་ཡང་དག་པར་སེལ་བ་	Lit. “eliminator of all right and wrong.” Name of a meditative stabilization.
ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་དུ་	Yathā means “in accordance”/“just as,” and bhūta is a participle from the root bhū, which can mean “to exist” or “to come into existence.” The term yathābhūta is a key term in Buddhist texts, indicating the way things are, the nature of things, etc. It is usually used adverbially, indicating the way in which someone cognizes.
ཡང་དག་པ་མ་ཡིན་པ་ཀུན་བརྟགས་པ་	Something unreal that is constructed through imagination. Along with its related form abhūtaparikalpa, it conveys an important concept in the Yogācāra Buddhist philosophy.
ཡང་དག་པ་ཉིད་བརྒྱད་	The eight right modes are: right view, right thought, right speech, right actions, right livelihood, right effort, right recollection, and right samādhi.
ཡང་དག་པ་ཉིད་དུ་ངེས་པའི་ཚོགས་	First of the three provisions.
ཡང་དག་པ་ཉིད་དུ་ངེས་པ་	This generally describes one who has reached the noble path, either in Disciple Vehicle or Mahāyāna practice (see Lamotte, p. 115, n. 65).
ཡང་དག་པ་ཉིད་	Lit. “genuineness” or “authenticity.” The quality or condition of things as they really are, which cannot be conveyed in conceptual, dualistic terms. Akin to other terms rendered here as thatness (tattva, {de kho na nyid}), suchness (tathatā, {de bzhin nyid}), and reality (dharmatā, {chos nyid}).
ཡང་དག་པའི་འཚོ་བ་	Fifth of the noble eightfold path.
ཡང་དག་པའི་འཚོ་བ་	To convince others that your livelihood is free from wrong means, such as wheedling behavior, flattery, and so forth (Rigzin 377). See also “noble eightfold path,” “thirty-seven wings of enlightenment.”
ཡང་དག་པའི་བྱང་ཆུབ་ཀྱི་ཡན་ལག་རིན་པོ་ཆེ་བདུན་	Otherwise known as the seven branches of awakening ({byang chub kyi yan lag bdun}): (1) awakened mindfulness, (2) awakened discernment of phenomena, (3) awakened diligence, (4) awakened rejoicing, (5) awakened pliancy, (6) awakened absorption, and (7) awakened equanimity.
ཡང་དག་པའི་དྲན་པ་ཉེ་བར་བཞག་པ་བཞི་	Mindfulness of the body, feelings, the mind, and phenomena.
ཡང་དག་པའི་དྲན་པ་ཉེ་བར་བཞག་པ་	Mindfulness of the body, feelings, the mind, and phenomena.
ཡང་དག་པའི་དྲན་པ་ཉེ་བར་བཞག་པ་	This refers to the four types of mindfulness: the mindfulness of the body, sensations, thought, and phenomena.
ཡང་དག་པའི་དྲན་པ་	Seventh of the noble eightfold path.
ཡང་དག་པའི་དྲན་པ་	To retain the object of calm abiding and insight meditation without forgetting it; an antidote to forgetfulness (Rigzin 377). See also “noble eightfold path,” “thirty-seven wings of enlightenment.”
ཡང་དག་པའི་ལས་ཀྱི་མཐའ་	Fourth of the noble eightfold path.
ཡང་དག་པའི་ལས་ཀྱི་མཐའ་	Also called “right conduct,” it is convincing others that your activities conform with the doctrine and are harmonious with pure ethics (Rigzin 377). See also “noble eightfold path,” “thirty-seven wings of enlightenment.”
ཡང་དག་པའི་ལྟ་བ་	First of the noble eightfold path.
ཡང་དག་པའི་ལྟ་	To discern through analytical means the reality of the four noble truths and other phenomena (Rigzin 377). See also “noble eightfold path,” “thirty-seven wings of enlightenment.”
ཡང་དག་པའི་མེ་ཏོག་	One of the tathāgatas.
