Tibetan	Description
སངས་རྒྱས་ཀྱི་བསྟོད་པ་	buddhastotra
སངས་རྒྱས་ཀྱི་བསྟོད་པ་བཅུ་པ་	buddhastavadaśa
སངས་རྒྱས་ཀྱི་ཐེག་པའི་རིགས་	buddhayānagotra
སངས་རྒྱས་ཀྱི་མཐུ་	anubhāva
སངས་རྒྱས་ཀྱི་གདུང་	buddhavaṃśa
སངས་རྒྱས་ཀྱི་རྡོ་རྗེ་འཛིན་པའི་མཚམས་སྦྱོར་བ་	buddhavajrasaṃvāraṇasandhi
སངས་རྒྱས་ཀྱི་སྡེ་སྣོད་ཚུལ་ཁྲིམས་འཆལ་བ་ཚར་གཅོད་པ་	buddhapiṭakaduḥśīlanigraha
ཧ་	hakāra
ཧ་ཅང་	1) ati ° 2) atyanta ° 3) athika
ཧ་ཅང་ཆུང་བ་	atiksuṇaka
ཧ་ཅང་ཆེ་བ་	ativatta
ཧ་ཅང་ཆེན་པོ་	atimahantam
ཧ་ཅང་འཇོལ་བ་མ་ཡིན་པ་	nātyavakṛṣṭa
ཧ་ཅན་ཐལ་བར་འགྱུར་བ་	atiprasaṃga
ཧ་ཅན་ཐུང་བ་	hatihrasva
ཧ་ཅང་སྦོམ་པོ་	atisthūla
ཧ་ཅང་མི་ཉེ་	nātyāsanna
ཧ་ཅང་མི་རིང་	nātidūra
ཧ་ཅང་མི་རིང་བ་	nātidūra
ཧ་ཅང་རྨས་པ་	atyantakṣata
ཧ་ཅཅང་སྨྲ་བ་མང་དུ་མི་བྱ་	nātikalpet
ཧ་ཅང་སྨྲ་བ་ཡང་མི་བྱ་	nātijalpet
ཧ་ཅང་རྩེངས་པ་མ་ཡིན་པ་	nātyutkṛṣṭa
ཧ་ཅང་ཡང་ཐག་མི་རིང་བ་ཞིག་ན་	nātidure
ཧ་ཅང་ཡང་མི་གྲང་	nātitaśota
ཧ་ཅང་ཡང་མི་ཉེ་	nātyāsanna
ཧ་ཅང་ཡང་མི་དྲོ་	nātyuṣṇa
ཧ་ཅང་ཡང་མི་རིང་	nātidura
ཧ་ཅང་ཡང་མི་རིང་བ་	nātyāyata
ཧ་ཅང་རིང་	atyāyata
ཧ་ཅང་རིང་བ་	atidorgha
ཧ་ཅང་སེར་བ་	atipiṅgaka
ཧ་རི་ཏ་ཀ་	haritaka
ཧ་རི་དྲ་	haridrā
ཧ་རི་ཙན་དན་	haricandana
འཇིག་རྟེན་དབང་ཕྱུག་ཧ་རི་ཧ་རི་ལ་ཞོན་པ་	hariharivāhanalokeśvara
ཧ་རི་ཧ་རི་ཧ་རི་ལ་ཞོན་པར་གྱུར་པའི་སྒྲུབ་ཐབས་	harihariharivāhanodbhavasādhana
ཧ་རི་ཧ་རི་ཧ་རི་ལ་ཞོན་པར་གྱུར་པའི་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་གི་སྒྲུབ་པའི་ཐབས་	harihariharivāhanodbhavālokiteśvarasādhana
ཧ་ལ་	halāhalā
ཧ་ལ་ཧ་ལ་	halāhalā
ཧ་ལཱ་	hālā
ཧ་ལ་ཧ་ལ་	halāhalā
འཇིག་རྟེན་དབང་ཕྱུག་ཧ་ལ་ཧ་ལ་	hālāhalalokeśvara
ཧཱ་ལ་ཧཱ་ལའི་སྒྲུབ་ཐབས་	hālāhalasādhana
ཧ་ལུ་མ་ནཏ་	hanūmat
ཧ་ཧ་བྲལ་	nirodha
འགོག་པ་	nirodha
ཧགས་	gaṇḍa
ཧན་དང་ཀྱིས་བཏབ་པའི་སློང་བར་གྱུར་པ་	unmukhajāta
ཧབ་ཤང་ཙེའུ་	indrahasta
ཧམ་པ་	mānya
རློམ་པ་	mānya
ཧ་སྟི་ན་ཡི་གྲོང་	hastināpura
ཧི་ར་	horaka
ཧིང་གུ་མརྡ་ན་	hiṃgumardana
ཧུ་ཐུག་ཐུ་	ārya
འཕགས་པ་	ārya
ཧུ་ལུ་རུ་	hulluro
ཧུ་ཧུ་མི་བྱ་	na thutthukārakam
ཧུད་ཧུད་པོ་	rūkṣa
གྲུབ་དབང་ཧཱུམ་ཀ་ར་	siddheśvara hūṃkāra
ཧཱུཾ་སྒྲ་སྒྲོག་པའི་སྒྲོལ་མ་	hūṃsvaranādinī tārā
ཧཱུཾ་མཛད་	hūṃkāra
ཁྲོ་བོ་ཧཱུཾ་མཛད་	krodhahūṃkāra
རྡོ་རྗེ་ཧཱུཾ་མཛད་	vajrahūṃkāra
ཧཱུཾ་ཞེས་བྱ་བ་	hūṃkāra
ཧཱུཾ་ཡིག་སེམས་ཉིད་ཐིག་ལེ་བསྒོམ་པའི་རིམ་པ་	hūṃkāracittabindubhāvanākrama
ཧེ་བཛྲ་	hevajra
ཧེ་རུ་ཀ་	hiruka
ཧེ་རུ་ཀ་སྒྲུབ་པའི་ཐབས་ཀྱི་འགྲེལ་བ་	herukasādhanavṛtti
ཧེ་རུ་ཀ་མངོན་པར་འབྱུང་བ་རྣལ་འབྱོར་མའི་རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོའི་དཀའ་འགྲེལ་ཡི་གེ་ཉུང་ངུ་	herukābhyudayamahāyoginītantrarājakatipayākṣarapañjikā
ཧེ་རུ་ཀ་མངོན་འབྱུང་	herukābhyudaya
ཧེ་རུ་ཀ་ཉེ་བར་འབྱུང་བ་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་	herukodbhavamaṇḍalavidhi
ཧེ་རུ་ཀ་སྙིང་རྗེ་རོལ་པའི་རྒྱུད་གསང་བ་ཟབ་མོའི་མཆོག་	herukakaruṇākriḍitatantra gzhyagambhirottama
ཧེ་རུ་ཀ་དང་བྷི་རུ་ཀ་གཉིས་	hirukabhirukau
ཧེ་རུ་ཀ་འབྱུང་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་	herukabhūtanāmamaṇḍalavidhi
ཧེ་རུ་ཀ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས་	vajraherukanāmasādhana
ཧེ་རུ་ཀ་ཞེས་བྱ་བའི་སྒྲུབ་པའི་ཐབས་	herukasādhana
ཧེ་རུ་ཀའི་སྒྲུབ་ཐབས་	herukasādhana
ཧེ་རུ་ཀའི་སྒྲུབ་པའི་ཐབས་	vajraherukasādhana
ཧེ་རུ་ཀའི་མན་ངག་རང་བྱིན་གྱིས་བརླབ་པའི་རིམ་པ་	herukopadeśanāmasvādhiṣṭhānakrama
ཧེ་རུ་ཀའི་ཚལ་	hirukaccha
ཧེ་རུ་ཀའི་གསང་བའི་དོན་རྣམ་པར་བཀོད་པ་	vajraherukaguhyārthadharavyūha
ཧོ་མ་	homa
ཧོ་མ་ཁུང་	homakuṇḍa
འབྲུབ་ཁུང་	homakuṇḍa
ཧོང་ལེན་	vandā
ཧྲི་	hrī
ཧྲུད་པ་	rūkṣa
ཧྲུལ་པོ་	jarjara
ཧྲུལ་པོར་བྱས་པ་	jarjarīkṛta
ལྷ་	1) animiṣa 2) amara 3) tridaśa 4) div 5) divya 6) deva 7) devaka 8) devatā 9) daiva 10) bhaṭṭāraka 11) marut 12) māyu 13) sādhya 14) sura
ལྷ་ཀུན་གྱི་རྫོགས་པའི་ལམ་	sarvadevatāniṣpannamārga
ལྷ་ཁང་	1) gandhola 2) devakula 3) vihāra 4)
ལྷ་ཁང་སྟོང་པ་	śūnyadevakula
ལྷ་ཁང་པ་	devapurika
ལྷ་གྲགས་	marudyaśaṃ
ལྗ་དགའ་	amarapriya
རྣམས་སྲས་སེར་ཆེན་ལྷ་དགུ་	navadeva mahāpīta vaiśravaṇa
གཙུག་ཏོར་རྣམ་རྒྱལ་ལྷ་དགུ་	navadeva uṣṇīṣavijayā
ལྷ་རྒྱལ་	devarāja
ལྷ་རྒྱལ་དབང་པོ་	devarajendra
གུར་མགོན་ལྷ་བརྒྱད་	aṣṭadeva pañjaranātha
ལྷ་ང་	maṇḍala
ལྷ་ངེ་སྟེ་	virocase
དོན་ཞགས་ལྷ་ལྔ་བ་རི་ལུགས་	° pañcadeva amoghapāśa
སྤྱན་རས་གཟིགས་ཡིད་བཞོན་ནོར་བུ་ལྷ་ལྔ་	pañcadeva cintāmaṇi avalokiteśvara
ཛམ་བྷ་ལ་དཀར་པོ་ལྷ་ལྔ་ཇོ་བོའི་ལུགས་	° pañcadeva sita ambhala
སོ་སོར་འབྲང་མ་ལྷ་ལྔ་	pañcadeva pratisarā
ལྷ་ཅིག་	1) tāta 2) deva
ལྷ་བཅོས་	nivedya
ལྷ་ཆེན་	mahādeva
མགོན་པོ་ལྷ་ཆེན་དཔལ་འབར་ཇོ་བོའི་ལུགས་	° mahādevaśrījvāla mahākāla
ལྷ་ཆེན་པོ་	mahādeva
ལྷ་མཆོག་	uttamadeva
ལྷ་རྗེས་སུ་དྲན་པ་	devatānusmṛti
ལྷ་ཉིད་	devatva, muratva
ལྷ་གཉེར་	kāyajīva
སྐུ་གཉེར་	kāyajīva
ལྷ་ལྟ་བ་	devatādarśana
ལྷ་དག་དགའ་	amarapriya
ལྷ་དང་ཀླུ་ལ་སོགས་པའི་མིང་ལ་	devanāganāmāni
ལྷ་དང་བཅས་པ་	sadevaka
ལྷ་དང་བཅས་པའི་འཇིག་རྟེན་	sadevako lokaḥ
ལྷ་དང་མི་རྣམས་	nṛdevāḥ
ལྷ་དང་མི་རབནམས་ཀྱི་འཁོར་ལོ་བཞིའི་མིང་ལ་	catvāri demamanuṣyāṇāṃ cakrāṇi
ལྷ་དང་མི་ཡི་	divya ca mānuṣa
ལྷ་དང་མིའི་འཁོར་ལོ་བཞིའི་མིང་ལ་	devamanuṣyāṇāṃ cakrāṇi
ལྷ་དང་མིའི་བར་དག་ལ་ཡང་དག་པར་ཤིན་ཏུ་བསྟན་པ་	yāvaddevamanuṣyebhyaḥ suprakāśitaḥ
ལྷ་དང་ལྷ་མ་ཡིན་གྱི་སྒོ་མཐའ་ཡས་འདྲེན་པའི་ལྷ་མ་ཡིན་	anantamukhadevāsuranetrāyura
ལྷ་བདག་	marudadhipa
ལྷ་བདེན་	satyadeva
ལྷ་འདྲ་བ་	amarākāra
ལྷ་ན་གནས་པ་	divaukas
ལྷ་གནས་	surālaya
ལྷ་དཔལ་	śrīdeva
ལྷ་བ་	divya
ལྷ་བྱིན་གྱིས་བཅུགས་བྱས་ཏེ་	davadattavigṛhītena
ལྷ་བླ་མ་རྗེས་སུ་དྲན་པ་	devatānusmṛti
ལྷ་དབང་	1) tridaśendra 2) devarājendra 3) deveśvara 4) surendra
ལྷ་དབྱང་ཕྱུག་གིས་ཚོགས་བདག་ལ་གནང་བའི་ས་མུ་དྲ་ཕ་ལའི་སྦྱོར་བ་ཁ་བསྒྱུར་དང་བཅས་པ་	deveśvarādiṣṭaniyamasahitagaṇapatisamudrakalaprayoga
ལྷ་དབང་བློ་	1) devendrabuddhi 2) decendrabodhi 3) devendramati
ལྷ་འབངས་	1) kalpikāra 2) devadāsa
ལྷ་མ་ཡིན་	asura
ལྷ་མ་ཡིན་གྱི་གདོན་	dānavagraha
ལྷ་མ་ཡིན་གྱི་འདྲུན་ས་ནོར་བཟང་	asuramabhā sudhanā
ལྷ་མ་ཡིན་པའི་ཚིག་	adevapada
ལྷ་མ་ཡིན་མོ་	asurī
དཔའ་བོ་ཅིག་སྒྲུབ་ལས་བྱུང་བའི་ཛམ་བྷ་ལ་ལྷ་མང་	ekavīra sāchanavinirgata bahudeva jambhala
ལྷ་མང་སྙན་གྲགས་	bahudevaghuṣṭa
ལྷ་མི་	naradeva
ལྷ་མིན་	1) asura 2) daitya 3) na devatāḥ
ལྷ་མིན་དགྲ་	daityāri
ལྷ་མིན་སྙིང་ཁུ་	hālā
ལྷ་མིན་ལྷ་	varuṇa
ཆུ་ལྷ་	varuṇa
ལྷ་མོ་	1) apsara 2) devakanyā 3) devatā 4) devī 5) mātṛka 6) sahā 7) suravanitā 8) surastrī
དགུན་གྱི་ལྷ་མོ་	hemanta devī
འཆི་མེད་རྡོ་རྗེ་ལྷ་མོ་	amaravajradevī
སྟོན་གྱི་ལྷ་མོ་	śaraddevī
དཔལ་ལྡན་ལྷ་མོ་ཕྱག་གཉིས་མ་	dvibhujā śrīmatī devī
དཔྱིད་ཀྱི་ལྷ་མོ་	vasanta devī
དབྱར་གྱི་ལྷ་མོ་	varṣa devī
མ་ཅིག་དཔལ་ལྷ་མོ་	ekamātṛśrīdevī
སྨན་གྱི་ལྷ་མོ་	bhaiṣajya devī
ཚེ་འགུགས་ལྷ་མོ་	āyurvaśī devī
རང་བྱུང་ལྷ་མོ་	svayambhū devī
སའི་ལྷ་མོ་	pṛthivī devī
སའི་ལྷ་མོ་བརྟན་མ་	dṛ+ā pṛthivī devī
ལྷ་མོ་དཀར་མོ་	sitadevī
ལྷ་མོ་སྐུལ་བྱེད་མ་	cundīdevī
ལྷ་མོ་ཁྲོ་གཉེར་ཅན་	bhṛkuṭī devī
ལྷམོ་གོས་དཀར་མོ་	pāṇḍaravāsinī devī
ལྷ་མོ་སྒྱུ་འཕྲུལ་	māyādevī
ལྷ་མོ་སྒྱུ་འཕྲུལ་དྲ་བ་ཆེན་པོ་	devījālāmahāmāyā
ལྷ་མོ་སྒྱུ་འཕྲུལ་	māyādevī
ལྷ་མོ་སྒྲོལ་མ་ལ་སྨྲེ་སྔགས་ཀྱི་གསོལ་བ་འདེབས་པ་ཞེས་བྱ་བའི་བསྟོད་པ་	devītārakuvākyādhyeṣaṇanāma stotra
ལྷ་མོ་སྒྲོལ་མའི་སྒྲུབ་ཐབས་	tārādevīsādhana
ལྷ་མོ་སྒྲོལ་མའི་བསྟོད་པ་ཉི་ཤུ་རྩ་གཅིག་པའི་སྒྲུབ་ཐབས་	tārādevīstotraikaviṃśatikasādhana
ལྷ་མོ་སྒྲོལ་མའི་མཚན་བརྒྱ་རྩ་བརྒྱད་པ་	tārādevīnāmāṣṭaśataka
ལྷ་མོ་བརྒྱད་ཀྱི་གཟུངས་	aṣṭadevīdhāraṇī
ལྷ་མོ་ལྔའི་སྒྲུབ་ཐབས་མདོར་བསྟན་པ་	pañcadevatāsādhanoddeśa
ལྷ་མོ་ཆེན་མོ་	mahādevī
ལྷ་མོ་ཆེན་མོ་དཔལ་ལུང་བསྟན་པ་	śrīmahādevīvyākaraṇa
ལྷ་མོ་དུང་སྐྱོང་མ་	śaṃkhapalī devī
ལྷ་མོ་དུད་སོལ་མ་	dhūmāvatī devī
ལྷ་མོ་རྡོ་རྗེ་དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས་	vajrasarasvatīdevīsādhana
ལྷ་མོ་ནག་མོ་ཆེན་མོའི་གཟུངས་	devīmahākālīnāmadhāraṇī
ལྷ་མོ་ནག་མོའི་བསྟོད་པ་རྒྱལ་པོའི་རྒྱུད་	devīkālīpraśaṃsārājatantra
ལྷ་མོ་ནག་མོའི་མཚན་བརྒྱ་རྩ་བརྒྱད་པ་	devīkālīnāmāṣṭaśataka
ལྷ་མོ་ནམ་མཁའི་གོས་ཅན་	digambarā devī
ལྷ་མོ་ནོར་གྱི་རྒྱུན་གྱི་སྒྲུབ་པའི་ཐབས་	vasudhārāsādhana
ལྷ་མོ་ནོར་རྒྱུན་གྱི་སྒྲུབ་ཐབས་	vasudhārāsāśana
གཟུངས་ལས་བྱུང་བའི་མོ་ནོར་རྒྱུན་མ་	dhāraṇīvinirgatavasudhārā devī
ལྷ་མོ་ནོར་རྒྱུན་མ་ལ་བསྟོད་པ་	devīvasudhārāstotra
ལྷ་མོ་ནོར་རྒྱུན་མའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་	vasudhārādevīmaṇḍalavidhi
ལྷ་མོ་ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས་	devīsudhārāsādhana
ལྷ་མོ་དཔལ་ཆེན་མོ་	mahālakṣmī devī
ལྷ་མོ་དཔལ་ཕྲེང་གི་སེང་གེའི་སྒྲ་	śrīmālādevīsiṃhanāda
ལྷ་མོ་དཔལ་ཕྲེང་གི་སེང་གེའི་སྒྲའི་མདོ་	śrīmālādevīsiṃhanādasūtra
ལྷ་མོ་དཔལ་མོ་	lakṣīṃkarā
ལྷ་མོ་དབྱངས་ཅན་གྱི་བསྟོད་པ་	sarasvatīstotra
ལྷ་མོ་མཱ་མ་ཀི་	māmakī devī
ལྷ་མོ་ཙཎྜི་ཀ་	caṇḍikā devī
མགོན་པོ་ཕྱག་བཞི་པའི་འཁོར་ལྷ་མོ་ཙཎྜི་ཀ་	caturbhujamahākālasya anucarā devī caṇḍikā
ལྷ་མོ་ཙུནྡ་དཀར་མོ་	sita cundā devī
ལྷ་མོ་ཙུནྡ་ཕྱག་མང་	bahubhujā cundā devī
ལྷ་མོ་ཙུནྡ་ཕྱག་བཞི་མ་	caturbhujā cundā devī
ལྷ་མོ་བཞིས་ཡོངས་སུ་ཞུས་པ་	caturdevīparipṛcchā
ལྷ་མོ་བཞིས་ཡོངས་སུ་ཞུས་པའི་རྣམ་པར་བཤད་པ་	caturdevīparipṛcchāṭīkā
ལྷ་མོ་བཞིས་ཡོངས་སུ་ཞུས་པའི་རྣམ་པར་བཤད་པ་མན་ངག་རྒྱས་པ་	caturdevīparipṛcchāvyākhyānopadeśapaiṣṭika
ལྷ་མོ་ཟོལ་པ་ཆེན་མོ་	mahālīlādevī
ལྷ་མོ་འོད་འཛིན་མའི་བྱིན་གྱིས་བརླབ་པ་	devīprabhādharādhiṣṭhāna
ལྷ་མོ་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས་	mārīcīdevīsādhana
ལྷ་མོ་རལ་གཅིག་མ་	ekajaṭā devī
ལྷ་མོ་རལ་གཅིག་མ་ཕྱག་ཉི་ཤུ་རྩ་བཞི་མ་	catuviśatibhujā ekaṭā devī
ལྷ་མོ་རིགས་བྱེད་མའི་སྒྲུབ་པའི་ཐབས་	kurukullāsādhana
ལྷ་མོ་རོ་ལངས་མ་	vetālī devī
ལྷ་མོ་ཤྲ་མ་ཎ་	śramaṇā devī
ལྷ་མོ་སྲོག་སྒྲུབ་ལྕགས་ཕུར་མ་རང་བྱུང་རྒྱལ་མོ་	prāṇasādhanalohakīlasvayambhūrājñī devī
ལྷ་མོ་ཨུ་གྲ་ཏཱ་རའི་སྒྲུབ་ཐབས་	ugratārādevīsādhana
ལྷ་མོ་ཨེ་ཀ་ཛ་ཏི་	ekajaṭī devī
ལྷ་གཙོ་	suraguru
ལྷ་ཚེ་རིང་པོ་	1) dīrghajīvadevī 2) dīrghayuṣo
ལྷ་ཚོགས་	1) devasaṃgha 2) marutskandha
ལྷ་ཚོགས་མང་པོ་	marudgaṇa
ལྷ་མཚམས་	anurādhā
ལྷ་རྫས་	divya
ལྷ་བཟོ་བོ་	tvaṣṭṛ, devakarman devaśilpin, viśvakarman
ལྷ་འོད་ཐམས་ཅད་	viśvadevaprabha
ལྷ་འོར་	galagraha
ལྷ་ཡི་	1) daiva 2) divya
ལྷ་ཡི་སྐད་	devaruta
ལྷ་ཡི་ཁང་པ་	surālaya
ལྷ་ཡི་ཁྱིམ་	devadhiṣṇaya
ལྷ་ཡི་རྒྱལ་	devarāja
ལྷ་ཡི་རྒྱལ་པོ་	1) devarāja 2) parjanya
ལྷ་ཡི་ཆོས་	devarājatā
ལྷ་ཡི་ཐེག་པ་	devayāna
ལྷ་ཡི་མཐུ་རྩལ་	vikrāntadeva
ལྷ་ཡི་སྡེ་	devasena
ལྷའི་གནས་	surālaya
ལྷ་ཡི་དབང་པོ་	1) devendra 2) deveśvara
ལྷ་ཡི་དབང་པོ་བརྒྱ་བྱིན་	śakro devendra
ལྷ་ཡི་མེ་ཏོག་	kusumadeva
ལྷ་ཡི་གཙོ་བོ་	suraguru
ལྷ་ཡི་གཟི་བརྗིད་	maruttejas
ལྷ་ཡི་འོད་	devaraśmi
ལྷ་ཡི་ལུས་ཐོབ་ནས་	prāptadivyātmabhāvāḥ
ལྷ་ཡི་སྲས་	devaputra
ལྷ་ཡི་སློབ་དཔོན་	bṛjaspati, surācārya
ལྷ་ཡིད་དགའ་	devasumanas
ལྷ་ཡིས་མཆོད་པ་	marutpūjita
ལྷ་ཡུལ་	1) div 2) divija
ལྷ་ཡུལ་ནས་བབས་པ་	devāvatāra
ལྷ་ལ་གོར་བ་	havya
ལྷ་ལག་ན་གཞོན་ཐིགས་	karoṭapāṇayo devāḥ
ལྷ་ལས་སྐྱེས་	daivata
ལྷ་ལས་ཕུལ་དུ་བྱུང་བར་བསྟོད་པ་	devātiśayastotra
ལྷ་ལས་ཕུལ་དུ་བྱུང་བར་བསྟོད་པའི་རྒྱ་ཆེར་འགྲེལ་པ་	devātiśayastotraṭīkā
ལྷ་ལས་བབས་པའི་མཆོད་རྟེན་	devāvatāra
ལྷ་ཤེས་	daivedya
ལྷ་ས་	devabhūmi
ལ་སོགས་འཇིག་རྟེན་ན་	devādilokeṣu
ལྷ་སྲས་	devaputra
ལྷག་	1) agra 2) atirikta 3) atiriktatara 4) adhika 5) ādhikya 6) budha 7) budhavāra 8) rauhiṇeya
རང་གི་ལྷག་བྱ་ཕྱིར་	svādhikyavṛddhaye
རབ་ཏུ་ལྷག་གེའོ་	pratapanta
ལྷག་གེར་བྱ་བ་	virocanatā (?)
ལྷག་ཅན་མེད་པར་	anatiriktam
ལྷག་ཆད་མེད་	1) anadhika 2) anūna
ལྷག་མཐོང་	1) nidarśana 2) prativipaśyat 3) vidarśana 4) vipaśyanā
ལྷག་མཐོང་སྐྱེད་པའི་ཐབས་	[ vipaśyanotpādanopāya ]
ལྷག་མཐོང་གི་རྗེས་སུ་འཐུན་པའི་མོས་པ་དང་མཚུངས་པར་ལྡན་པ་	vipaśyanānulomikādhimuktisaṃprayukta
ལྷག་མཐོང་གི་དམིགས་པ་	vipaśyanālambana
ལྷག་མཐོང་གི་ལམ་	vipaśyanāmā+ṛga
ལྷག་མཐོང་མ་མཁས་པ་	vipaśyanākuśala
ལྷག་ན་མེད་པ་	anuttama
ལྷག་གནས་	adhivāsanā
ལྷག་པ་	1) atireka 2) athi ° 3) adhika 4) abhyadhika 5) uttara 6) budha 7) budhavāra 8) viśeṣa 9) viṣṭa 10) sāra
གཟའ་ལྷག་པ་	budhagraha
ལྷག་པ་ཏིང་ངེ་འཛིན་གྱི་བསླབ་པ་	adhisamādhiśikṣā
ལྷག་པ་ཚུལ་ཁྲིམས་ཀྱི་བསླབ་པ་	adhiśīlaśikṣā
ལྷག་པ་ཤེས་རབ་བསླབས་	adhiprajñāśikṣā
ལྷག་པའི་ང་རྒྱལ་	1) adhimāna 2) abhimāna
ལྷག་པའི་ང་རྒྱལ་མེད་	anadhimānatā
ལྷག་པའི་དབང་ཕྱུག་	adhiśvara
ལྷག་པའི་དབང་ཕྱུག་མ་	adhiśvarī
ལྷག་པའི་ཚུལ་ཁྲིམས་	adhiśīla
ལྷག་པའི་ཚུལ་ཁྲིམས་ཀྱི་བསླབ་པ་	adhiśīlaśikṣā
ལྷག་པའི་ཚུལ་ཁྲིམས་རྣམ་པར་དག་པ་	adhiśīlaviśuddhi
ལྷག་པའི་ཤེས་རབ་	adhiprajñā
ལྷག་པའི་ཤེས་རབ་ཀྱི་བསླབ་པ་	adhiprajñāśikṣā
ལྷག་པའི་ཤེས་རབ་རྣམ་པར་དག་པ་	adhiprajñāviśuddhi
ལྷག་པའི་སེམས་	adhicitta
ལྷག་པའི་ཤེས་རབ་ཀྱི་བསླབ་པ་	adhicittaśikṣā
ལྷག་པའི་ཤེས་རབ་རྣམ་པར་དག་པ་	adhicittaviśuddhi
ལྷག་པའི་བསམ་	adhyāśaya
ལྷག་པའི་བསམ་པ་	1) adhyāśaya 2) adhyāśayatā
ལྷག་པའི་བསམ་པ་བསྐུལ་བ་	adhyāśayasaṃcodana
ལྷག་པའི་བསམ་པ་སྟོབས་ཆུང་བ་	adhyāśayadaurbalya
ལྷག་པའི་བསམ་པ་བརྟན་པའི་ལེའུ་	sthirādhyāśayaparivarta
ལྷག་པའི་བསམ་པརྣམ་པར་དག་པ་	adhyāśayaviśuddha
ལྷག་པའི་བསམ་པའི་སྟོབས་	adhyāśayabala
ལྷག་པའི་ལྷ་	adhideva
ལྷག་པར་	1) atirikta 2) atireka 3) atyanta 4) utsada ° 5) viśeṣata:
ལྷུང་བཟེད་དང་ཆོས་གོས་ལྷག་པར་འཆང་བ་	utsadapātracīvaradhāraṇatayā
ལྷག་པར་རྒྱལ་བ་མི་ཕམ་པའི་སྒྲུབ་ཐབས་	adhijayājitasādhana
ལྷག་པར་སྒྲོ་བཏགས་ནས་	āropataḥ
ལྷག་པར་ཆགས་པ་	1) adhyavasāna 2) adhyavasita
ལྷག་པར་ཆགས་པར་གྱུར་པ་	adhyavasānamāpanna
ལྷག་པར་འཕགས་	mahadgat
ལྷག་པར་བྱ་བ་	adhikāra
ལྷག་པར་བྱས་	1) kṛtādhikāra 2) atiricyamāna
ལྷག་པར་དབང་དུ་བྱེད་པའི་འཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས་	vaśyādhikamañjuśrīsādhana
ལྷག་པར་མོས་	adhimucyate
ལྷག་པར་མོས་པ་	1) adhimukti 2) adhimokṣa
ལྷག་པར་དམིགས་པ་	adhyālambana
ལྷག་པར་ཞེན་པ་	1) aśyavasāna 2) adhyavasita
ལྷག་པར་རི་མོ་བྱེད་པ་དང་རབ་ཏུ་དང་བ་ཐོབ་པ་	atirekacittrīkāraprasādapratilabdha
ལྷག་པོར་མ་བྱས་པའི་སྟོབས་པ་	akṛtaniriktipravāraṇa
ལྷག་པོར་མ་བྱས་པའི་	akṛtaniriktikhādana
ལྷག་སྤྱོད་	udraka
ལྷག་སྤྱོད་ཀྱི་བུ་	udrāyaṇa
ལྷག་མ་	1) avaśiṣṭa 2) avaśeṣa 3) ucchiṣṭa 4) uttaro nāgarāja 5) nirikti 6) pariśeṣa 7) śiṣṭa 8) śeṣa
ལྟུང་བའི་ལྷག་མ་	śeṣāpatti
བག་ཆགས་ལྷག་མ་	vāsanā
ཟས་ཀྱི་ལྷག་མ་ཟ་བའི་བྲན་མོ་	rasabhijyaceṭī
ལྷག་མ་དང་བཅས་པ་	avaśeṣa
ལྷག་མ་འབྱུང་བ་	bhuktojjñata
ལྷག་མ་མ་ལུས་པ་	niravaśeṣa
ལྷག་མ་མ་ལུས་པའི་མྱ་ངན་ལས་འདས་པ་	nirupadhiśeṣa
ལྷག་མ་མེད་པ་	niravaśeṣa
ལྷག་པ་ཡོད་པ་	sāvaśeṣa
ལྷག་མར་མ་བྱས་པ་བསྟོབས་པ་	akṛtaniriktipravāraṇa
ལྷག་མར་མ་བྱས་པའ་བཟའ་བ་	akṛtaniriktikhādana
ལྷགས་	1) āgata 2) śātita (?) 3) samāgatā āsan
གང་ནས་ལྷགས་	kuto vā āgataḥ
ལྷགས་རྒྱུ་པ་	āgata
ལྷགས་ཏེ་	1) āgata 2) tasthu
ལྷག་ནས་	1) āgama 2) upasaṃkramya 3) samāgamya
ལྷགས་པ་	1) anuprāpta 2) āgata 3) āgamana 4) āpanna 5) upasaṃkramya 6) upasaṃkrānta 8) śīta 8) śīrṇa
ལྷགས་པ་ཕྱོགས་སོ་སོ་མས་འདུས་པ་	1) āgatāgata 2) nātādeśasaṃnipatita
ལྷང་ངེ་	1) 2) virocate 3) virocana
རྣམ་པར་ལྷང་ངེ་	virocamāna
རྣམ་པར་ལྷང་ངེ་སྟེ་	virocate
རྣམ་པར་ལྷང་ངེ་བ་	virocanatā
ལྷང་ངེར་བྱ་བ་	virocanatā
ལྷང་ཚེར་	abhraka
ལྷད་ཀྱང་འཇུག་པར་བྱེད་དེ་	sakapaṭaṃ niviśanti
ལྷན་	1) saha 2)
