Tibetan	Description
བཟོད་	/p.བཟོད་  /ps.བཟོད་ /f.བཟོད་ /imp.བཟོད་ -./inv./tr. /int. /synt. [a.o] /ch.ex.དཀའ་སྤྱད་སོགས་་/m. To suffer, bear, endure, resist. 2. To forgive, pardon. To bear, tolerate, endure To be able to endure (e.g. hell) To bear, endure, tolerate, be able.
བཟོར་	/p.བཟོར་ /ps.བཟོར་
འབ་	/p.འབ་ /ps.འབ་ /f.འབ་ /int. /m. To bark (of dogs).
འུབ་	/p.འུབ་  /ps.འུབས་ /f.འུབ་ /imp.འུབས་ /m. To collect, sweep together, gather together in ones hands (Ja). To be collected, to close, shut, to collect (archaic) To come together, gather, collect.
འུར་	/p.འུར་  /ps.འུརད་ /f.འུར་ /imp.འུརད་/inv.(Hoshi ￼2003)/m. To be noisy, chattering. To make humming sounds, to make noise, to become noisy.
འོང་	[1]/p.འོང་  /ps.འོངས་ /f.འོང་ /imp.ཤོག་ འོངས་ - /vl../inv. /int. /synt. [Abs.].[a.o] /m. 1. To come. 2. To be suitable, practicable, to do.. To come, become, be possible 1. To come. 2. To arise, become, obtain To come./n. Compare: yong which is an obvious alternate form of the same.
འོང་	[2]/aux.'ong /fn.(in Central) A future auxiliary. 1. A future auxiliary. 2. To be suitable, acceptable.
འོན་	/p.འོན་ /ps.འོནད་ འོན་ /f.འོན་ /imp.འོནད་ - འོན་ (see note)./inv./int. /m. To become deaf For the power of hearing sound to deteriorate 1. To be unable to hear sound. 2. (archaic) To take, to show./n. gives under 'on cig (archaic) 1. Come, arrive! 2. Give, donate! 3. Carry, take off!
འོར་	/p.འོར་  /ps.འོར་ /f.འོར་ /imp.འོར་ /vl. /tr. /m. To remove from one place to another, transfer. 1. To convey, carry, draw, fetch. 2. (archaic) i. To be discarded, cast off. ii. To protect, shelter.
འོས་	[1]/p.འོས་  /ps.འོས་ /f.འོས་ /imp.འོས་/inv./int. /synt. [a.o] /m. To become suitable, to be fitted, eligible (suffixed to a noun) To conform, comply with.
འོས་	[2]/aux.'os. /fn.(with terminative of infinitive, in later times and vulgar with the root) To be worthy, suitable. (suffixed to a verb) To be suitable, allowed To be acceptable, suitable, allowed.
ཡན་	/p.ཡན་ /ps.ཡན་ /f.ཡན་ /imp.-./inv./int. /m. 1. To wander, roam. 2. To be lost. 3. To not appear.
ཡར་	/p.ཡར་  /ps.ཡརད་ ཡར་ /f.ཡར་ /imp.ཡརད་ -./inv./int. /synt. [a.o] /m. 1. (in colloquial) To disperse, scatter, send adrift. 2. To ramble, to be scattered (Sch.). To wander, roam about, to be dispersed, scattered To scatter, go off elsewhere.
ཡལ་	/p.ཡལ་  /ps.ཡལད་ ཡལ་ /f.ཡལ་ /imp.ཡལད་ -./inv./int. /synt. [a.o] /ch.ex.འཇའ་སོགས་་/m. (in Old Tibetan contracts) To forfeit, be confiscated (Takeuchi 1995: 185). To shrink, subside, cause diminution, to be displaced. To diminish, vanish, disappear 1. To disappear, to become nothing. 2. To suffer a lose To vanish, disappear, become invisible.
ཡས་	/p.ཡས་  /ps.ཡས་ /f.ཡས་ /imp.ཡས་ /int. /m. To be beyond limitations, to be endless To be separate, to not be there.
ཡིན་	[1]/p.ཡིན་  /ps.ཡིནད་ /f.ཡིན་ /imp.ཡིནད་ /synt. [Abs. Abs.] /m. To be (equative, as opposed to existential yod) [].
ཡིན་	[2]/aux.yin /fn.for the modern central dialect use as an auxiliary and its egophoric function see 
ཡིབ་	/p.ཡིབ་  /ps.ཡིབས་ /f.ཡིབ་ /imp.ཡིབ་ ཡིབས་ /vl. /int. /ch.ex.གོལ་ས་སོགས་སུ་་ phag tu /m. To hide oneself. To hide, conceal oneself To hide 
ཡིབས་	/p.ཡིབས་ /ps.ཡིབས་ /f.ཡིབས་ /imp.- /m. (An involuntary equivalent of the previous verb, or a mistake) [].
ཡུམ་	/p.ཡུམ་  /ps.ཡུམས་ /f.ཡུམ་ /imp.ཡུམས་ /m. (only in West) To strew (salt on food, ashes on the snow) (Ja). To strew, scatter, sprinkle in drops.
ཡུར་	[1]/p.ཡུར་  /ps.ཡུརད་ /f.ཡུར་ /imp.ཡུརད་ /tr./m. To irrigate, to arrange irrigation canals. To canalize, channel To clear away plants and grass in a field.
ཡུར་	[2]/p.ཡུར་ གཡུར་ (). /ps.ཡུརད་ /f.ཡུར་ /imp.￼ཡུརད་ -.Iནནོལུནཏརཡ:/int. /m. To become sleepy, be sleepy To fall asleep /n. Compare: gayur.
ཡེང་	ཡེང་ give as an alternate present of གཡེང་
ཡེར་	[1]/p.ཡེར་  /ps.ཡེར་ /f.ཡེར་ /imp.ཡེར་ /vl. /int. /tr. /m. To sprinkle. To rise up To raise up.
ཡེར་	[2]/p.ཡེར་  /ps.ཡེརད་ ཡེར་ /f.ཡེར་ /imp.ཡེརད་ -./inv./int. /m. To not sleep. To be cleared, to be without, to be sleepless 1. To be clear, to be cleaned of. 2. To fear, be afraid./n. Compare: gay er.
ཡོ་	/p.ཡོ་ /ps.ཡོ་ /f.ཡོ་ /imp.ཡོ་ -./inv./int. Denominative of:ཡོན་པོ་ «crooked» []/m. To become crooked. To be crooked, to veer to one side To fall to one side./n. Compare: yor and gayor.
ཡོག་	/p.ཡོག་ /ps.ཡོགས་ /f.ཡོག་ /imp.ཡོགས་ /vl. /tr.Denominative of:ཡོག་ག་ «a twig used for spinning thread» []/m. To spin.
ཡོང་	[1]/p.ཡོང་  /ps.ཡོང་ /f.ཡོང་ /imp.ཡོང་ -./inv. /vl./int. /synt. [Abs.] /m. 1. To be patient, to be capable for, equal to. 2. (= 'ong) To come, arrive. To come, become, get (dialect for 'ong and 'ongs) To come, arrive 1. To arrive. 2. To arise, occur.
ཡོང་	[2]/aux.yong./fn.1. To occur, be able. 2. For the correct amount to be reached, to be enough, sufficient.
ཡོད་	/p.ཡོད་ /ps.ཡོད་ /f.ཡོད་ /imp.ཡོད་/aux. ཡོད /inv./int. /synt. [a.o] 'be' [o.a] 'have' /m. 1. To exist. 2. To have []./n. For the function of this verb in Lhasa dialect, and its egophoric use see.
ཡོབ་	/p.ཡོབ་ /ps.ཡབས་ /f.ཡབ་ /imp.ཡོབས་ /m. To gather, heap up ￼.
ཡོམ་	/p.ཡོམ་  /ps.ཡོམས་ /f.ཡོམ་ /imp.ཡོམས་ /m. To swing, totter, tremble, be unsteady, swinging. To be unsteady, to move unsteadily.
ཡོར་	/p.ཡོར་ /ps.ཡོར་ /f.ཡོར་ /imp.-./inv./int. /m. To lean to one side, to be crooked./n. Compare: yo and gayor.
ཡོལ་	/p.ཡོལ་  /ps.ཡོལད་ ཡོལ་ /f.ཡོལ་ /imp.ཡོལད་ -./inv./int. /m. To have past, be done. To pass, cross limitations To have finished To pass./n. Compare: gayol.
གཡན་	/p.གཡན་ /ps.གཡནད་ /f.གཡན་ /imp.གཡནད་/den.གྱན་ «itch» []/m. To itch, to suffer from itchy diseases gay ab gayab. gives as a present of གཡོབ་
གཡའ་	/p.གཡའ་  /ps.གཡའ་ /f.གཡའ་ /imp.གཡའ་ -./inv./int. /m. To shudder, itch. To itch, to suffer from itchy diseases 1. To become the flavor and color of rust. 2. To feel the experience of itching. 3. To horripilate 1. To itch. 2. To shake, shudder./n. Compare: the nouns gayan 'itch' and gaya' 'rust'. gay ar gayar. give as the present of གཡོར་
གཡལ་	/p.གཡལ་  /ps.གཡལད་ གཡལ་ /f.གཡལ་ /imp.གཡལད་ -./inv./int. /m. To yawn, to gape To yawn./n. Compare: the verb glal 'to yawn'.
གཡས་	/p.གཡས་ /ps.གཡས་ (ngag dbang tshul khrims 1997). /f.གཡས་ /imp.གཡས་/ch.ex.ང་རྒྱལ་སོགས་ཀྱིས་གཞན་ལ་་/m. (archaic) To borrow, lend./n. Compare: with this verb gayor 'borrow, lend'.
གཡིག་	/p.གཡིགས་ གཡིག་  /ps.གཡིགས་ /f.གཡིག་ གཡིགས་/imp.གཡིགས་ -./inv./int. /m. To belch, eructate. To hiccup For the throat to become numb by eating the gyer-ma plant To eructate, ￼hiccup./n. possibly onomatopoeic.
གཡུག་	/p.གཡུག་  /ps.གཡུགས་ /f.གཡུག་ /imp.ཡུགས་ གཡུགས་ - /vl. /inv./tr. /ch.ex.ལག་པ་སོགས་་ phar la /m. To flourish, brandish the hand (alt. for dbyug). To swinghands 1. To throw, hurl away. 2. To get rid of, throw out./n. Compare: dbyug.
གཡུང་	/p.གཡུང་  /ps.གཡུངས་ /f.གཡུང་ /imp.གཡུངས་/m. To outcaste, to cast out. To be acquainted with, be stable, to be firm To tame, domesticate, soften.
གཡུར་	/p.གཡུར་ /ps.གཡུར་ /f.གཡུར་ /int. /m. To fall asleep./n. Compare: yur2
གཡུལ་	/p.གཡུལ་ /m. To fight, make battle./n. others seem to regard this as a noun.
གཡེང་	[1]/p.གཡེང་ ཡེང་ /ps.གཡེངས་ ཡེངས་ /f.གཡེང་ ཡེང་ /imp.ཡེངས་ གཡེངས་ -.Iནནོལུནཏརཡ:/tr. Intransitive /synt. [a.o] /ch.ex.གཏོལ་མེད་པར་ཕྱོགས་སུ་་ sems /m. 1. To swing, waft, flow, agitate, move a thing softly to and fro. 2. To agitate the mind, to turn off the attention to disturb the mind. To cause to be idle, to distract (gayeng) To be idle, to distract one's mind from, to loose one's attention (yeng) 1. To be distracted. 2. To lay out, spread (a cover &c.) To be wild, dispersed (gayeng) For thoughts to not stay, but move elsewhere (yeng).
གཡེང་	[2]/p.གཡེང་ /ps.གཡེངས་ /f.གཡེང་ /imp.-./inv./int. /m. To float on water.
གཡེམ་	/p.གཡེམ་ /ps.གཡེམས་ /f.གཡེམ་ /imp.གཡེམས་ /tr/m. To involve in adultery, to have voluntary sexual intercourse with a married person To conduct without manner To have inappropriate conduct.
གཡེར་	/p.གཡེར་ /ps.གཡེརད་ /f.གཡེར་ /imp.གཡེརད་/inv./m. 1. To be active, to become conscious, to be awake. 2. To surprise To become clear (of the sky)./n. Compare: yer. gay el ￼/p.གཡེལ་  /ps.གཡེལད་ གཡེལ་ /f.གཡེལ་ /imp.གཡེལ་ གཡེལད་ - Iནནོལུནཏརཡ: /vl. /tr. /int. /synt. [a.o] /ch.ex.དགོས་དོན་སོགས་ལ་་ gayengbas (gayeld) le los (-) /m. To be idle, lazy, slothful. To forget, be idle, be lazy 1. To break a promise. 2. To open the mouth of a woolen skirt. 3. To be distracted, lazy 1. To wander, move about. 2. To forget. 3. To be apart from, separate from.
གཡོ་	[1]/p.གཡོ་  /ps.གཡོས་ /f.གཡོ་ /imp.གཡོ་ /vl. /tr. /synt. [e.a]./cs. gayo2/ch.ex.བཟའ་བའི་ཟས་དངས་སོགས་་ zas dang'gul ba'i /m. 1. To move, remove. 1. To knead, make paste, boil, cook. 2. To change, move To knead mud, boil food 1. To knead, stir, cook. 2. To jostle, shake.
གཡོ་	[2]/p.གཡོ་  /ps.གཡོས་ /f.གཡོ་ /imp.-./inv./int. /synt. [a.o]./cs. gayo1/ch.ex.འགུལ་ལམ་ཟས་་/m. To wave, waver, be unsteady. To move, shift To change, shift, move.
གཡོག་	/p.གཡོག་  /ps.གཡོགས་ /f.གཡོག་ /imp.གཡོགས་ - /vl. /inv./tr. /synt. [e.a] /ch.ex.ན་བཟའ་སོགས་ཀྱིས་་ pags pas /m. To cover, strew over, upon. To cover, put on someone, to serve to put on, to serve To cover To cover, clothe, encase.
གཡོབ་	/p.གཡོབ་ ཡོབ་ གཡབ. /ps.གཡབས་ གཡབ་ TD. གཡོབས. /f.གཡབ་ /imp.གཡོབས་ ཡོབས་ /vl. /tr. /ch.ex.དར་དཀར་སོགས་སྐྱིས་་ mda' dar sogs gayab mo /m. To move about, to swing, flutter (gayob). To signal, to beckon (gayab).To wave hands, to wave, to give signal with a hand 1. To swing, flap (a hand, a fan &c.). 2. (colloquial) To couple, have sexual intercourse 1. To make a sign by bending the hand. 2. To draw together in one place.
གཡོར་	[1]/p.གཡོར་ གཡར་  /ps.གཡརད་ གཡར་ /f.གཡར་/imp.གཡོརད་ གཡོར་ /vl., /tr. /synt. [Erg. Obl. Abs.] /ch.ex.གཞན་གྱི་ལག་སོགས་ནས་་ yo byad /m. To borrow, hire. To borrow, lend, hire, give or take loans 1. To use a thing belonging to someone else. 2. To have someone use some thing belonging to oneself To borrow, loan.
གཡོར་	[2]/p.གཡོར་  /ps.གཡོརད་ གཡོར་ /f.གཡོར་ /imp.གཡོརད་ གཡོར་ /vl. /tr. /m. To make something crooked To cover, obscure, block./n. Compare: yor.
གཡོལ་	/p.གཡོལ་ ཡོལ་ ( in Central). /ps.གཡོལད་ གཡོལ་ /f.གཡོལ་ /imp.གཡོལད་ གཡོལ་ /vl. /tr. /m. To evade, shun, not go to a place (Ja). To avoid, to go aside To go around, to avoid./n. Compare: yol.
རག་	/p.རག་  /ps.རག་ /f.རག་ /imp.རག་ -./inv., /int. /synt. [o.a] /m. (in West for reg) To feel, perceive. To get, obtain To depend, rely on To find, obtain./n. Compare: reg.
རང་	/p.རང་  རངས་ /ps.རངས་  རང་ /f.རང་ རངས་ /imp.རངས་ -./inv./int. /synt. [a.o] /ch.ex.དགེ་བ་སོགས་ལ་ཡིད་་/m. To be delighted, cheerful, joyous. To appreciate, to be delightful, to be cheerful, to rejoice To be please, happy To appreciate, prefer, be happy.
རན་	/p.རན་  /ps.རནད་ རན་ /f.རན་ /imp.རནད་/inv./int. /synt. [Abs.] /m. To be the time or right moment for anything, to be proper, just right, even. To be suitable, to suit 1. To conform, comply, to be fitting, appropriate. 2. For a fixed, determined time to arrive 1. [To be] appropriate, fitting, conforming. 2. To arrive at a time.
རལ་	/p.རལ་  /ps.རལད་ རལ་ /f.རལ་ /imp.རལད་ -./inv., /int. /synt. [Abs.]./res. 'dral (Sprigg 1970: 16). dbrol, /m. To tear, to be torn, rent, cleft. To be torn, be scattered To destroy, break, scatter To destroy, break, split apart./n. Compare: hral.
རི་	/p.རི་  /ps.རི་ /f.རི་ /imp.རི་ -./inv./int. /m. To estimate the worth of something. To value, ￼￼￼￼￼to be worthy of To market at a price To be an appropriate price./n. Compare: the adjective rin 'price' and the verb brin 'to market' [].
རིག་	/p.རིག་  /ps.རིག་ /f.རིག་ /imp.རིག་ -./inv./tr. /int. /synt. [a.o] /m. 1. (with terminative of the substantive) To know, understand. 2. (with terminative of the infinitive) To know that, to perceive. To understand, to comprehend, to apprehend To see with the eyes 1. To see. 2. To know, to understand.
རིགས་	/p.རིགས་  /ps.རིགས་ /f.རིགས་ /imp.རིགས་ -./aux. རིགས./inv./int. /synt. [a.o] /m. 1. To have the way, manner, custom, quality of. 2. To be necessary, proper, suitable, right, suited to the purpose. To be allowable, permissible, suitable To be suitable, proper, allowed To be agreeable, suitable, alright.
རིངས་	/p.རིངས་  /ps.རིངས་ /f.རིངས་ /imp.རིངས་ /m. To make haste. To be in a hurry, to hasten.
རིད་	/p.རིད་ /ps.རིད་ /f.རིད་ /imp.རིད་ /m. To grow weak, to deteriorate.
རིལ་	/p.རིལ་  /ps.རིལད་ རིལ་ /f.རིལ་ /imp.རིལད་ -./inv./int. /m. To fall, to tumble down To roll down, fall down.
རུག་	/p.རུག་  /ps.རུགས་ རུག་ /f.རུག་ /imp.རུགས་ རུག་ /vl. /tr. /m. To bend. To get together, assemble, bend down To collect together things scattered apart.
རུང་	[1]/p.རུང་  /ps.རུང་ /f.རུང་ /imp.རུང་ -./inv./int. /synt. [a.o] /m. To be fit, capable for, suitable, right. To be permissible, to be serviceable, to be eligible To be alright, permissible.
རུང་	[2]/aux.rung./fn.(suffixed to present of a verb) To be suitable, permissible.
རུད་	/p.རུད་  /ps.རུད་ /f.རུད་ /imp.-./inv./int. /m. (archaic) To fall, drop down, crumble, pulverize To crumble, fall down.
རུབ་	[1]/p.རུབ་  /ps.རུབས་ རུབ་ /f.རུབ་ /imp.རུབས་ - /inv./int. /ch.ex.མན་པོས་་/m. To join, to get together, to collect, to unite, to group 1. To become dark, obscure (of clouds, gloom &c.). 2. To close, tighten the interstices within cracks, splits. 3. To gather many things to one place To close./n. Compare: 'drub.
རུབ་	[2]/p.རུབ་ /ps.རུབས་ /f.རུབ་ /imp.རུབས་ /vl. /tr. /m. To help through cooperation.
རུམ་	/p.རུམ་  /ps.རུམ་ /f.རུམ་ /imp.རུམ་ /vl./tr. /m. To heat another by covering with ones own body To huddle up for bodily heat .
རུལ་	/p.རུལ་  /ps.རུལད་ རུལ་ /f.རུལ་ /imp.རུལད་ -./inv./int. /res. srul 'brul /m. 1. To go bad, to get rotten, to turn rancid. 2. To thaw (of snow). To get rotten, to go bad For the bacteria inside the body of creatures to deteriorate the body To rot, putrefy./n. Compare: 'drul.
རེ་	/p.རེ་  /ps.རེས་ re /f.རེ་ /imp.རེས་ re -./inv./tr. /int. /ch.ex.འདོད་པ་སོགས་་/m. To hope. To expect, to have a hope To want a matter to happen To want, desire.
རེག་	/p.རེག་  /ps.རེག་ /f.རེག་ /imp.རེག་ /vl. /tr. /synt. [a.o] /ch.ex.རེགྱུལ་སོགས་ལ་་/m. 1. To attain to, to reach. 2. To touch, to come in contact with. 3. (especially in West) To feel, to perceive. To touch, to reach, to attain to To touch, contact directly To touch, contact, attain to, reach./n. Compare: rag.
རེགས་	/p.རེགས་  /ps.རེགས་ /f.རེགས་ /imp.རེགས་ /m. To cut, to shave./n. Compare: 'dreg.
རེང་	/p.རེངས་ རེང་  /ps.རེངས་ /f.རེང་ /imp.རེངས་ -./inv./int. /m. To become rigid, stiff, to become hard, become untamable 1. To become solid, stiff. 2. To freeze solid.
རེད་	[1]/p.རེད་  /ps.རེད་ /f.རེད་ /imp.-./inv./int. /m. To make ready, accomplish. To be For bacteria in a flesh wound to become worse 1. To become worse because of other conditions. 2. To be all right, to be ready. 3. To whither, dry out.
རེད་	[2]/p.རེད་ /ps.རེད་ /f.རེད་ /imp.རེད་/aux. རེད /m. To be /n. For a description of the use of this verb in modern central dialect see.
རེམ་	/p.རེམ་  /ps.རེམས་ རེམ་ /f.རེམ་ /imp.རེམས་ /vl. /int. /tr. /m. To be strong, vigorous, durable, powerful (of men and animals). To concentrate, to try hard A word which exhorts to do an action rapidly 1. To concentrate on something. 2. To try, exert.
རོལ་	/p.རོལད་ རོལ་  /ps.རོལད་ རོལ་ /f.རོལ་ /imp.རོལད་ རོལ་ /vl. /tr. /synt. [e.a] /ch.ex.ཚོགས་རྫས་སོགས་ལ་་/m. 1. To amuse, divert one's self, to play and laugh. 2. To take, taste, eat, drink. 3. To practice sorcery, to cause to appear in magical form. To enjoy with food, or dance, to dance 1. To enjoy, be happy. 2. To magically manifest, hide, disguise. 3. To show ones feelings in dance 1. To enjoy. 2. To eat. 3. To play. 4. To magically manifest.
རླག་	/p.རླག་ /m. To become bodiless.
རླག་	[2]རླག་ give as the present of རློག་
རླན་	/p.རླན་ /ps.བརླནད་ /f.བརླན་ /imp.རླནད་/ch.ex.དྲི་བཟང་གི་ཆུ་སོགས་ཀྱིས་་/m. To be moist, wet (?) []./n. Related to the noun rlan pa 'liquid.'
རླབ་	/p.རླབ་ རླབས་ /m. To remove, to clear away (Sch.).
རླམ་	/p.རླམ་ /ps.བརླམས་ /f.བརླམ་ /imp.རླམས་ /m. To pollute, influence./n. Probably not to be divided from rlom.
རླིང་	/p.རླིང་  /ps.བརླིངས་ /f.བརླིང་ /imp.རླིངས་ ￼/m. To be steady, to make firm, to deepen. (archaic) To make firm, stable, secure.
རླུག་	/p.རླུག་ རླུགས་ /ps.བརླུགས་ /f.བརླུག་ /imp.- རླུགས་ Iནནོལུནཏརཡ:. /vl. /tr. /ch.ex.བློ་་/m. (in Tsang) To cast, overthrow, pull down. To make closer in friendly relations, to make friends 1. To trust. 2. To destroy. 3. To expose sins, faults.
རླུག་	/p.རླུག་  lug /ps.རླུགས་ /f.རླུག་  lug/imp.རླུགས་ - /inv./int. /m. To purge (Cs.). 1. For food to come out through one's anus without digesting. 2. To cause an abortion To dangle downward, to hand down 1. To purge, clean out (the bowels). 2. To come out, leak, drip./n. Compare: lug.
རློ་	/p.རློ་  /ps.རློས་ /f.རློ་ /imp.-./inv./int. /m. (archaic) To hand down, dangle down 
རློག་	/p.རློག་ , rlag /ps.བརླགས་ བརླག་ /f.བརླག་ /imp.རློགས་ རློག་ ལྷོགས་ /vl. /tr. /ch.ex.དགྲ་དང་གནོད་བྱེད་སོགས་་ rdul du /m. 1. To destroy, break down, turn up. 2. (figurative) To prevent, to infatuate. To destroy, demolish, lose, crush, grind, harm 1. To make (valuables &c.) useless. 2. To collect, gather 1. To collect and to reduce to dust, annihilate. 2. To ruin with sin.
རློང་	/p.རློང་ /ps.བརློངས་ /f.བརློང་ /imp.རློངས་ /vl. /tr. /m. To introductorily explain the meaning of (study, compassion, meditation).
རློན་	/p.རློན་  /ps.བརླནད་ བརླན་ /f.བརླན་ /imp.རློན་ རློནད་ /vl. /tr. /synt. [e.a].Denominative of:རློན་ «moisture» /ch.ex.ཆུས་་/m. To make wet, to moisten. To make wet, cause to become wet, to damp To make wet with water To wet.
རློབ་	"/p.རློབ་ རློབས་  /ps.བརླབས་ /f.བརླབ་ /imp.རློབས་ /vl. /tr. /synt. [e.a] /ch.ex.བྱིན་གྱིས་་ /m. (in the phrase byin gyis rlob) To bless. To bless, control, influence (a ￼widespread suffix which when connected to the phrase ""byin gyis means) To change into something else &c. To do, to change."
རློམ་	[1]/p.རློམ་ རླམ་ /ps.བརླམས་ /f.བརླམ་ /imp.རློམས་ /vl. /tr. /ch.ex.ལུས་ཁོག་ཏུ་་ gdon gyis /m. For the mind to go evil because of outside circumstances, for a sense faculty to become dull To press or move to evil.
རློམ་	[2]/p.རློམ་  /ps.བརླམས་ /f.བརླམ་ /imp.-, /inv./int. /synt. [a.o] /m. 1. (used with terminative) To be conceited, to be proud of, to glory in, to boast. 2. To love, to adhere to, to be attached to. 4. To covet. To be influenced, corrupted, to hold a perception which exists to not exist. 2. To be proud, covetous.
རློམ་	[3]/p.རློམ་  /ps.རློམས་ རློམ་ /f.རློམ་ /imp.རློམས་/int. /m. To feel proud, to think one's self superior, to feel self-satisfied 1. To be arrogant. 2. To believe.
བརླག་	/p.བརླག་  /ps.བརླགས་ /f.བརླག་ /imp.-./inv./int. /synt. [a.o] /m. To wash. To loose, discard, to clean away, clear away./n. probably not to be separated from rlog.
ལང་	[1]/p.ལང་ ལོང་  /ps.ལངས་ /f.ལང་ /imp.ལོང་ ལོངས་ /vl. /int. /synt. [Abs. Abl.]./res. slong /m. To rise, to get up. To get up, stand up 1. To get up. 2. To arise, be born. To get up, stand up, rise.
ལང་	[2]/p.ལང་  /ps.ལངས་ /f.ལང་ /imp.ལོངས་ -./inv./int. /m. To dawn, for day to break To dawn, for day to break.
ལགས་	/p.ལགས་  /ps.ལགས་ /f.ལགས་ /imp.ལགས་/aux. ལགས/synt. [Abs. Abs.] /m. (honorific) To be, become. To be (honorific) To be.
ལང་	[3]/p.ལང་  /ps.ལོངས་ /f.ལང་ /imp.-./inv./int. /synt. [a.o]./res. slong /m. To come up to, to arrive at, to be equal, to reach. To be finished, complete.
ལད་	/p.ལད་  /ps.ལད་ /f.ལད་ /imp.-./inv./int. /synt. [a.o]./res. slod, /m. To become bad from good To deteriorate, become weak.
ལན་	/p.ལན་ ལོན་ /ps.ལན་ ལོན་ /f.ལན་ ལོན་ /int. /m. (for an accident, misfortune) To happen.
ལབ་	/p.ལབ་  /ps.ལབས་ lab /f.ལབ་ /imp.ལོབས་ ལོབ་ /vl., /tr. /synt. [Erg. Obl. Abs.] /ch.ex.སྐད་གཏམ་སོགས་་/m. (colloquial) To speak, talk, tell. To speak, say, tell To say what one likes To speak, say, tell.
ལམ་	/p.ལམ་ /ps.ལམས་ /f.ལམ་ /imp.ལམས་ /m. To be willing to work.
ལས་	/p.ལས་ /ps.ལས་ /f.ལས་ /imp.ལས་ ལོས་ /vl. /tr. /synt. [e.a] /m. 1. To work. 2. To be left. 3. To depend upon (in some dialects) To do work To do.
ལས་	[2]ལས་ gives as a central dialect variant of lus.
ལུ་	/p.ལུ་  /ps.ལུ་ ལུས་ /f.ལུ་ /imp.ལུ་ -./inv./int. Denominative of:ལུད་པ་ «phlegm»[]/m. To throw up phlegm, to clear the throat. To cough, clear ones throat by coughing The circumstance which occurs from feeling of pain in the throat To bring forth phlegm.
ལུག་	[1]/p.ལུག་ /den.ལུག་ «sheep» /m. To huddle heads together like timid sheep, to be sheepish in behavior (Ja).
ལུག་	[2]/p.ལུག་  /ps.ལུགས་ /f.ལུག་ /imp.ལུག་ -./inv./int. /ch.ex.ཐུར་དུ་་/m. To collapse, dangle, hand ￼down.
ལུག་	/p.ལུགས་ ལུག་ /ps.ལུགས་ /f.ལུགས་ ལུག་ /imp.ལུགས་ /vl./tr. /m. To make an article from molten iron placed in a form 1. To pour an impression, cast. 2. To put inside (of something)./n. Compare: ldug, zlug2.
ལུགས་	/p.ལུགས་ ལུག་ /ps.ལུགས་ /f.ལུགས་ ལུག་ /imp.ལུགས་ /vl./tr. /m. To make an article from molten iron placed in a form 1. To pour an impression, cast. 2. To put inside (of something)./n. Compare: ldug, zlug2.
ལུད་	/p.ལུད་  /ps.ལུད་ /f.ལུད་ /imp.-./inv./int. /m. For a liquid (water &c.) to rise above the lip of a vessel and fall down To rise and overflow ./n. Compare: ldud.
ལུམ་	/p.ལུམ་ /ps.ལུམ་ /f.ལུམ་ /imp.ལུམ་ /m. To give arrival signals.
ལུས་	/p.ལུས་ ལས་ ( in Central). /ps.ལུས་ /f.ལུས་ /imp.ལུས་ -./inv./int. /synt. [a.o] /m. To be left, to remain behind. To be left, to depend on 1. To be left over. 2. To remain after finishing To not be finished, not end.
ལེགས་	/p.ལེགས་ /ps.ལེགས་Nཨོཏེ་: Pརོབབལཡ a verbal use of the adjective legs 'good'.
ལེན་	/p.ལེན་ ལོང་ ( rare). lon ( rare). /ps.བླངས་ བློངས་ longs ( rare). /f.བླང་ /imp.ལོངས་ ལོན་ CD(Cs.). blangs CD(Cs.). long. lend /vl. /tr. /synt. [e.a] /res. lon1/ch.ex.སྡོམ་པ་སོགས་་ dangdu /m. 1. To receive, get, obtain. 2. To accept what is offered or given. 1. To receive, get. 2. To practice. 3. To do, take voluntarily 1. To carry, take in hand. 2. To be of certain mind, be in the mind. 3. To be able, to have power. 4. To draw out, take out. 5. To promise. 6. To sing the words to a song 1. To fetch, pull, take out, draw together. 2. To sing a song.
ལོ་	[1]/p.ལོ་ /ps.ལོ་ /f.ལོ་ /imp.ལོ་/inv./res. zlo [Hahn 1999: 124]/m. 1. To remark disapprovingly. 2. To be eligible, serviceable 1. To be suitable, allowed.
ལོ་	[2]/aux../fn.Talk, report, rumor, saying. (archaic) An auxiliary which expresses dislike A auxiliary marking quotation, but expressing displeasure.
ལོག་	/p.ལོག་  /ps.ལོག་ /f.ལོག་ /imp.ལོག་ -./inv.,  /vl. /int. /synt. [Abs.]. [a.o]./res. slog /m. 1. To return, to go back. 2. To come back, come again. 3. To turn around, to be turned upside down, to tumble down. 1. To return, to go back. 2. To be mistaken (in some dialects) To fall down, collapse 1. To come back. 2. To collapse, fall down./n.Compare: ldog, zlog.
ལོང་	/p.ལོང་  /ps.ལོང་ ལོངས་ /f.ལོང་ /imp.ལོང་ - /inv./int. /synt. [a.o] /m. To be blind. To be blind, become blind To be the correct amount, to be just right (of a number, measure &c.) To be blind, to be unable to see having lost the power of vision. 2. To be the correct amount, to be just right./n. Compare: ldong.
ལོང་	[2]ལོང་ give as a present of ལང་
ལོད་	/p.ལོད་ /ps.ལོད་ /m. A verbal use of lod po 'relaxed'? []./n.: Compare: blod and klod.
